date,state,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage
20200822,AZ,102,104
20200422,DE,,0
20200514,NJ,,0
20200622,AZ,18,13
20200506,WY,,0
20200503,ND,,0
20200909,MD,38,54
20200721,CO,42,69
20200720,KS,30,66
20200607,KY,,0
20201129,VA,157,108
20200720,NC,91,81
20200706,NM,,0
20200714,TN,111,73
20200601,NV,,0
20200425,VA,,0
20200322,OK,,0
20200317,MD,,0
20200520,CT,,0
20201005,HI,18,30
20200927,MD,48,57
20200325,MI,,0
20200919,KS,29,145
20200516,FL,,0
20201102,AR,89,93
20200831,VT,1,15
20200427,FL,,0
20200330,SD,,0
20200421,ND,,0
20201004,NJ,41,95
20200520,NC,,0
20200724,IN,15,24
20200812,CT,8,30
20200617,AR,,0
20201119,WA,107,105
20200731,PR,1,66
20201009,TN,119,134
20200616,LA,34,120
20200716,CA,567,186
20200714,MN,,0
20200612,LA,37,115
20201120,CO,275,104
20201005,CT,15,32
20200713,FL,,0
20200617,NH,,0
20201106,WY,28,31
20200730,LA,244,236
20201203,VI,1,2
20201006,CO,49,100
20200709,SD,,0
20200819,MO,105,138
20200524,NV,,0
20200728,IA,22,121
20200912,PR,31,65
20200321,ND,,0
20201203,WA,106,106
20200719,WA,28,61
20200725,VA,52,70
20200627,WV,,0
20200615,OR,,0
20201017,IL,420,200
20200711,KS,,0
20201002,MD,43,59
20200404,WY,,0
20200525,NV,,0
20200530,KS,,0
20200726,PA,105,131
20200802,UT,4,45
20201130,MI,431,159
20200503,WI,,0
20201013,DC,9,14
20201023,OH,230,221
20201127,HI,4,26
20200528,NV,,0
20201003,CO,30,100
20200629,MS,,0
20200925,MI,49,153
20201126,MA,133,103
20200420,MT,,0
20201019,NJ,77,92
20200601,VT,,0
20201029,CT,39,31
20200918,OR,11,63
20200510,WA,,0
20201019,UT,44,58
20200320,NC,,0
20200420,DC,,0
20200622,NJ,,0
20201006,NM,14,51
20200813,PR,22,64
20200712,NE,0,24
20200731,NV,71,61
20201117,PR,204,66
20201108,MT,69,67
20200817,AR,72,88
20201013,AL,125,113
20200409,WA,,0
20201001,NM,23,51
20200706,IN,,0
20201021,MA,61,103
20200813,WA,24,83
20200624,ME,,0
20201016,DC,7,14
20200917,NY,91,174
20201123,MD,184,53
20200508,WV,,0
20200811,WA,39,71
20200910,NH,1,30
20201112,MT,71,67
20201203,SD,47,65
20200909,VT,1,17
20200401,FL,,0
20200324,CA,,0
20201201,CO,289,95
20200808,AL,97,63
20200717,AR,45,54
20200526,HI,0,12
20200713,MI,,0
20200409,TX,,0
20200429,MT,,0
20200414,LA,48,149
20200529,ID,,0
20200715,TX,814,211
20200315,ND,,0
20200910,AR,51,102
20201006,SD,64,63
20200826,IN,75,141
20200623,MO,,0
20201124,KY,402,106
20201123,MS,103,101
20200712,AL,,0
20200914,MT,19,66
20200601,PA,,0
20200928,WI,134,140
20200721,OR,13,38
20200328,NJ,,0
20200930,WV,22,63
20200718,MN,5,26
20200806,DE,1,6
20201024,NV,44,62
20201119,KY,338,124
20200728,TX,984,521
20200731,MT,13,21
20200429,FL,,0
20201005,PA,72,211
20201120,MI,504,163
20200815,DE,9,11
20201017,OH,211,217
20201113,UT,75,59
20201026,DC,10,14
20201120,PR,218,66
20200702,NC,,0
20200814,AR,96,86
20201012,AL,107,113
20200809,AZ,88,80
20201016,TX,707,580
20201001,WY,15,30
20200605,VI,,0
20200816,UT,6,51
20200505,OH,,0
20200609,ID,,0
20200818,AZ,111,100
20200509,ND,,0
20200330,AZ,,0
20201020,ID,35,49
20200926,IN,79,151
20200519,UT,,0
20200911,NH,0,30
20201128,OR,66,65
20200917,WV,19,63
20200812,NH,2,28
20200923,KS,48,144
20200927,KS,46,144
20200422,UT,,0
20200318,AZ,,0
20200510,OK,,0
20200329,CO,,0
20200714,AZ,49,14
20200621,GA,,0
20200319,WI,,0
20200509,MT,,0
20201003,NV,39,60
20200424,CT,,0
20201013,NV,45,62
20200718,SD,9,20
20201124,WV,82,59
20200518,HI,1,9
20200623,AK,,0
20200404,SC,,0
20201022,LA,94,205
20200817,NE,11,76
20200518,WV,,0
20200331,IA,,0
20200406,MT,,0
20200807,KY,193,100
20200618,RI,0,1
20200715,IN,41,41
20200409,KY,,0
20200711,VT,,0
20200505,MD,,0
20201111,HI,7,25
20200619,WA,,0
20201019,FL,260,268
20200501,NH,,0
20200426,OH,,0
20200721,MI,20,81
20200919,NV,44,61
20201117,MA,145,80
20200913,VT,0,17
20200507,UT,,0
20200813,ID,20,47
20200626,WV,,0
20200511,GA,,0
20200818,OH,98,208
20200402,PR,,0
20200430,NM,,0
20200813,NY,77,134
20200815,WI,69,138
20200913,IL,95,193
20200314,SC,,0
20200716,WA,22,50
20201012,LA,129,198
20200804,NY,75,126
20200616,VA,,0
20200715,WV,8,25
20200621,WI,,0
20200328,KY,,0
20201202,ND,39,50
20201027,MD,96,54
20201012,KS,88,147
20200611,WI,,0
20200530,MA,,0
20200325,KS,,0
20200407,OH,,0
20200416,PA,,0
20201015,ND,27,49
20200601,TN,,0
20200923,NJ,33,79
20200807,NE,13,33
20200803,SD,1,37
20200511,SD,,0
20200408,LA,63,161
20200721,WI,46,110
20200928,LA,68,192
20200506,FL,,0
20201101,FL,357,269
20200809,OH,66,85
20200611,ND,,0
20200515,KS,,0
20201008,WI,173,142
20200610,NY,0,1
20201110,KS,168,141
20200925,ID,22,50
20201018,DC,7,14
20200319,MS,,0
20200925,WA,27,101
20200827,OK,95,129
20200328,MI,,0
20200828,VI,0,2
20200811,FL,601,238
20201026,NE,33,94
20201118,ND,65,50
20200504,GA,,0
20201027,OH,220,205
20200816,ID,14,48
20200826,NH,30,30
20200926,OR,14,62
20200316,MI,,0
20200927,CO,14,99
20200601,AL,,0
20200427,SC,,0
20200519,ID,,0
20200501,DE,,0
20200521,WY,,0
20200801,NM,17,18
20201115,AL,189,113
20200924,NV,47,61
20200607,WI,,0
20200915,CO,25,101
20200803,NM,12,17
20200530,CT,,0
20200418,MD,,0
20200908,MD,44,55
20201029,FL,533,271
20200331,TN,,0
20200916,AZ,43,101
20200529,DE,,0
20200810,DC,13,13
20200901,NC,67,125
20200406,OR,,0
20200524,VT,,0
20200404,VA,,0
20200723,IA,116,117
20201013,MI,118,154
20200901,OR,13,63
20200321,AR,,0
20200810,WI,91,130
20200821,IL,110,188
20200921,IN,60,152
20200723,MT,12,15
20200829,AK,1,24
20200525,LA,25,109
20200323,NM,,0
20201018,WY,31,31
20201016,WA,22,103
20201203,OR,67,65
20201022,AZ,98,115
20201004,KS,42,148
20200706,AK,,0
20200522,VT,,0
20200804,KY,242,95
20200613,HI,0,16
20200512,MA,,0
20200730,AL,152,55
20201010,FL,293,265
20200817,MO,57,135
20200419,CO,,0
20200515,OR,,0
20200822,NH,29,30
20200801,MI,951,107
20200407,SD,,0
20201030,VI,0,2
20201122,SC,101,87
20200608,IN,,0
20200927,NJ,38,95
20200919,AL,102,112
20201023,WI,335,144
20201003,MD,45,59
20200317,OH,,0
20200825,MD,52,54
20200423,VA,,0
20200409,MO,,0
20200517,VI,,0
20200804,AR,70,69
20201106,AL,158,112
20201102,MD,66,54
20200625,CO,,0
20200910,MT,13,61
20201129,AL,220,114
20200618,ID,,0
20200827,NJ,31,78
20200831,KS,43,141
20201006,IN,124,148
20200322,IA,,0
20200623,NJ,,0
20201018,PR,14,65
20200501,UT,,0
20201103,ND,58,49
20200923,WY,7,30
20200707,AK,,0
20200612,WI,,0
20200616,FL,,0
20200320,RI,,0
20200523,IA,8,28
20200623,SC,,0
20200316,VA,,0
20201015,TN,166,134
20201107,OR,36,64
20200825,WY,4,28
20201117,DC,27,14
20200702,CO,,0
20200927,VA,38,102
20200706,VI,,0
20200703,WY,,0
20200829,NM,13,48
20200324,VT,,0
20200825,OH,95,206
20200421,NY,,0
20200819,AZ,86,100
20201115,NV,122,62
20200630,NJ,,0
20200614,KS,,0
20200620,IL,,0
20200521,GA,,0
20200821,VA,71,87
20200622,WY,,0
20201201,MT,72,66
20200911,WI,74,140
20200922,OK,120,139
20200708,ME,0,1
20200414,DC,,0
20200603,IL,,0
20200424,MO,,0
20200609,VA,,0
20200925,OK,129,139
20200926,WY,13,30
20200915,OR,17,63
20201027,VT,1,17
20201113,VT,5,16
20200704,MT,,0
20201025,UT,47,58
20200824,CA,436,388
20200926,GA,146,151
20200410,DC,,0
20200610,WA,,0
20200402,NE,,0
20200704,CT,,0
20200924,HI,15,30
20200609,RI,0,1
20200529,WA,,0
20200729,ME,7,27
20200516,NE,,0
20201113,NH,19,30
20201016,NC,146,130
20200827,FL,424,263
20200613,TN,,0
20200818,UT,13,53
20200409,CT,,0
20200901,MD,36,54
20200802,ND,6,45
20200505,VT,,0
20200723,NE,4,37
20201107,MI,326,164
20200404,OK,,0
20200509,HI,0,15
20200807,TX,778,537
20200830,NH,28,30
20200917,AZ,42,103
20201119,FL,523,268
20201104,KY,267,123
20200910,WY,7,29
20200725,KY,33,89
20200502,NE,,0
20200513,FL,,0
20200829,CO,18,100
20200528,ID,,0
20201004,SC,60,82
20200603,WI,,0
20200316,NY,,0
20200622,WI,,0
20200707,KY,,0
20200320,NE,,0
20200817,MA,21,80
20200523,SD,,0
20200508,NE,,0
20200911,DE,10,14
20200428,KY,,0
20201010,WY,15,29
20200723,HI,4,17
20200709,NC,,0
20200718,ND,,0
20200702,KS,,0
20200819,PR,25,65
20201106,KS,139,149
20200602,IA,,0
20200519,ND,,0
20201023,UT,35,59
20200502,SD,,0
20200405,GA,,0
20200615,MS,0,1
20200606,WA,,0
20200716,OK,54,61
20200507,NH,,0
20200624,CT,,0
20201023,MO,174,139
20200917,MA,23,86
20200316,HI,,0
20200703,MT,,0
20200718,GA,199,72
20200901,NM,4,48
20200418,OH,,0
20201020,UT,49,56
20200620,MA,,0
20200908,NJ,26,92
20200412,PA,,0
20201109,IA,170,123
20200627,IN,,0
20201025,ID,30,51
20200624,MO,,0
20201007,MI,82,151
20200618,UT,,0
20201120,WV,63,63
20200415,GA,,0
20200701,WY,,0
20201015,AL,124,114
20200622,IL,,0
20200914,KS,29,146
20200809,LA,153,185
20200725,AK,11,18
20200325,NV,,0
20200617,IN,,0
20200513,RI,0,1
20201115,UT,69,59
20200702,WY,,0
20201130,CO,226,95
20201007,TN,155,131
20200514,IA,7,41
20201023,LA,63,205
20200430,VI,,0
20200417,PR,,0
20200430,FL,,0
20200404,FL,,0
20200728,NC,147,114
20201130,MO,311,127
20200928,NV,26,61
20200319,IL,,0
20200803,MI,27,109
20201125,OR,67,64
20200702,VT,,0
20200708,SD,,0
20200831,PA,56,209
20200806,TX,805,537
20200619,MS,,0
20201128,CO,262,104
20200421,VI,,0
20200321,VA,,0
20200701,MD,,0
20200916,NH,0,30
20200815,IL,121,181
20200516,TX,,0
20201101,NJ,104,93
20201126,IN,382,166
20200909,WY,5,28
20200702,OR,,0
20200824,SD,16,54
20200704,PA,,0
20200914,MD,42,55
20200619,OH,,0
20200717,CT,6,28
20200417,VA,,0
20200612,AL,,0
20200418,ND,,0
20200410,NH,,0
20200429,MD,,0
20201110,WI,550,145
20200506,VT,,0
20201201,ID,79,48
20200926,SD,47,63
20200318,NY,,0
20200515,VT,,0
20200703,GA,,0
20201101,MD,56,60
20200424,OH,,0
20201022,MO,156,139
20200717,MS,87,50
20200727,NE,2,43
20200828,KS,27,140
20200817,WV,9,59
20200404,NE,,0
20200613,PR,,0
20200711,AL,,0
20200523,OR,,0
20200330,VT,,0
20200315,PR,,0
20200822,OH,81,205
20200823,CT,8,32
20200402,CT,,0
20200923,DC,13,14
20200514,VT,,0
20200517,NH,,0
20200416,GA,,0
20200709,GA,0,1
20200813,MO,94,109
20200618,CA,,0
20200828,PR,21,65
20200524,AL,,0
20201108,HI,4,25
20200521,NM,,0
20201123,NH,14,29
20201016,NM,23,52
20201103,WI,427,147
20200729,NY,76,119
20200512,AK,,0
20200425,IL,,0
20200702,OH,,0
20201028,OR,20,63
20200918,IA,46,124
20200403,MT,,0
20200802,HI,11,24
20200625,ID,,0
20200317,FL,,0
20200321,NV,,0
20200315,FL,,0
20201031,ID,46,51
20200429,AZ,10,4
20201114,OR,58,64
20200503,LA,47,116
20200512,VA,,0
20200518,OK,,0
20201105,MO,265,141
20200615,CO,,0
20200829,OR,6,62
20201129,HI,3,26
20200324,OH,,0
20200318,GA,,0
20200602,MS,,0
20200826,SD,18,55
20200807,PR,12,57
20200403,WA,,0
20200714,NH,,0
20200614,CA,,0
20200831,HI,34,30
20200327,DE,,0
20200713,MA,,0
20200622,VA,,0
20200407,WV,,0
20200412,ND,,0
20200521,CO,,0
20200908,GA,175,151
20200607,WA,,0
20201124,SC,97,73
20200412,WA,,0
20201105,IA,167,125
20200727,HI,11,17
20201130,OR,66,65
20200508,IL,,0
20200320,IL,,0
20200617,MO,,0
20200821,SC,77,81
20200607,MT,,0
20201005,MT,40,67
20200329,GA,,0
20200402,NV,,0
20200718,VI,2,2
20201001,DC,14,14
20200419,NE,,0
20201202,HI,7,26
20200717,PA,40,100
20201030,NH,6,30
20200629,GA,,0
20201030,IA,102,125
20201121,ND,50,50
20200604,DC,,0
20200726,CT,8,27
20201106,OR,30,64
20200705,IN,,0
20200421,ID,,0
20200321,GA,,0
20200425,GA,,0
20200715,MD,42,20
20201003,WY,11,27
20201002,SC,54,82
20200325,VA,,0
20200401,SC,,0
20200703,KY,,0
20200327,MN,,0
20200816,NH,3,30
20200315,NV,,0
20200503,ID,,0
20200816,AZ,98,96
20200713,IA,6,44
20200803,KY,135,95
20200408,MN,,0
20200720,WY,5,27
20201011,GA,262,159
20201121,SC,84,87
20200710,KS,,0
20200510,AK,,0
20200615,MD,,0
20200824,GA,190,146
20200414,ND,,0
20200701,NC,,0
20200710,GA,0,1
20200503,NJ,,0
20200417,WY,,0
20201118,AL,198,116
20200530,HI,0,15
20200414,HI,1,16
20200701,GA,,0
20200604,PR,,0
20201024,PA,153,218
20200531,KY,,0
20200704,FL,,0
20200627,AK,,0
20200706,TN,,0
20200623,PR,,0
20201122,FL,547,267
20200527,OH,,0
20200630,FL,,0
20200626,CA,,0
20200517,LA,20,112
20200909,OR,13,63
20200922,IA,61,123
20201128,LA,173,215
20200831,TN,85,119
20200501,OK,,0
20201108,WI,414,148
20200626,MT,,0
20200826,GA,217,143
20200810,HI,16,22
20200709,FL,,0
20200319,AR,,0
20200416,VA,,0
20200611,PA,,0
20200908,KS,30,143
20201112,FL,501,263
20200727,SD,2,26
20200530,PA,,0
20200521,AK,,0
20201008,LA,86,193
20200728,NM,10,18
20200413,NE,,0
20200428,NE,,0
20201110,NY,358,178
20200808,MN,12,97
20200506,OR,,0
20200623,DC,,0
20201022,NE,52,96
20201104,WY,32,31
20200820,ND,11,47
20201119,MI,453,162
20200403,ME,,0
20200620,DC,,0
20200929,MI,82,153
20200608,VI,,0
20200405,CT,,0
20200925,SC,61,82
20200921,LA,69,192
20201017,DC,2,14
20201123,IN,328,140
20200603,CO,,0
20200520,ME,,0
20200411,UT,,0
20200626,VT,,0
20200801,TN,135,109
20201031,MI,271,161
20200805,MS,111,67
20200423,ND,,0
20201015,PA,118,216
20200512,WV,,0
20201020,WI,303,144
20200620,MO,,0
20201017,VI,0,2
20200724,AK,3,19
20200515,AL,,0
20201122,WA,91,105
20200729,KS,30,89
20200909,NJ,27,91
20200612,NV,,0
20200802,NV,83,61
20201126,MT,68,67
20201007,GA,276,158
20200324,NE,,0
20200509,VI,,0
20200722,MT,13,19
20200714,HI,0,18
20201004,MI,69,152
20200407,AR,,0
20200823,TX,483,543
20200817,NY,55,159
20200926,MD,56,57
20200412,LA,69,168
20200912,MA,21,85
20200615,WY,,0
20201023,DC,13,14
20200816,RI,4,13
20200524,RI,0,1
20201128,SD,66,65
20200331,MS,,0
20200722,CO,29,75
20200520,PA,,0
20201018,MD,58,59
20200627,VI,,0
20200529,AR,,0
20201031,WV,28,63
20200704,KS,,0
20201113,ID,43,51
20200811,UT,31,46
20200426,VT,,0
20200824,OK,78,128
20200604,ND,,0
20200610,AR,,0
20200627,OK,,0
20200729,NV,0,62
20200409,NC,,0
20200730,OR,9,42
20201014,PR,21,65
20200528,MO,,0
20201125,CO,310,104
20200722,DC,58,10
20200918,NV,31,61
20200911,RI,3,15
20200413,NC,,0
20201201,NM,134,52
20200509,AK,,0
20201114,CO,240,103
20200531,IA,,0
20200504,NJ,,0
20200314,FL,,0
20200531,WA,,0
20200526,CT,,0
20200823,IN,41,135
20200411,HI,0,23
20200810,TN,136,114
20200801,IA,35,122
20201014,AR,101,105
20200922,PR,24,65
20200519,AK,,0
20200510,KY,,0
20200812,LA,156,184
20200405,PA,,0
20200813,MA,19,79
20200720,VI,2,2
20200722,PR,0,2
20201014,MT,71,67
20200317,MS,,0
20200918,AL,130,110
20200926,CO,32,99
20200610,KY,,0
20201114,NY,400,193
20200604,MI,,0
20200920,IL,81,195
20200508,MA,,0
20200921,SD,34,61
20200818,IL,122,187
20200916,WY,4,28
20201009,PR,20,65
20200518,PR,,0
20200706,CT,,0
20200706,ND,,0
20200719,IA,20,82
20201027,AZ,88,97
20200619,AZ,,0
20200417,IL,,0
20200820,UT,11,53
20200504,SC,,0
20200810,ND,11,46
20201006,NC,132,127
20200722,OR,7,25
20200806,ND,5,46
20200914,AZ,42,102
20201110,MI,355,161
20200506,IA,12,39
20200715,AR,54,35
20200719,HI,0,21
20201026,NY,108,178
20200720,NV,3,61
20200514,NC,,0
20200623,WY,,0
20201021,HI,7,23
20201128,NM,124,52
20200822,MD,53,54
20200811,IL,95,135
20200406,VT,,0
20200716,AK,0,10
20200616,MI,,0
20200406,FL,,0
20200623,KS,,0
20201103,NJ,157,79
20200330,LA,,0
20200808,DE,2,7
20201028,CO,109,100
20200429,RI,0,1
20200712,OR,,0
20201015,NV,64,62
20200516,CA,,0
20200403,NJ,,0
20201202,NV,179,62
20200513,WY,,0
20201122,OK,299,152
20200329,NC,,0
20201117,TN,275,117
20200911,LA,90,193
20200802,TN,140,110
20201104,IA,158,125
20200929,PR,23,66
20201007,CO,44,101
20201013,CO,58,97
20200609,DE,,0
20200909,KS,42,146
20201117,MT,85,67
20200806,ID,21,37
20200624,FL,,0
20200604,IL,,0
20201015,HI,11,30
20200721,AL,177,106
20201106,VT,0,16
20200625,SD,,0
20201003,AL,114,112
20201025,RI,4,15
20200919,MI,36,153
20201028,MO,167,140
20200724,TX,738,512
20200401,AK,,0
20200808,LA,166,186
20200924,CO,36,101
20201019,SC,58,81
20200617,WV,,0
20200511,AZ,13,11
20200408,ND,,0
20200819,MD,60,53
20200401,NM,,0
20200824,NJ,35,78
20200323,MT,,0
20200619,DE,,0
20200706,HI,0,9
20200916,MS,65,103
20200629,IN,,0
20201118,RI,36,15
20200731,TN,151,112
20200727,AL,127,54
20201023,PR,136,65
20200817,VA,52,86
20200927,MT,51,67
20200826,CO,14,99
20200605,IN,,0
20200327,RI,0,1
20200914,OH,87,209
20200803,OH,66,88
20200524,NE,,0
20201121,HI,6,25
20200324,HI,2,20
20201104,WA,43,104
20200912,WV,22,63
20200520,AR,,0
20200918,SC,68,82
20200622,OH,,0
20200814,MA,21,81
20200626,TN,,0
20200409,AK,,0
20200711,IA,11,42
20201002,MO,132,139
20200328,VA,,0
20201017,LA,96,205
20200629,WY,,0
20200813,CA,554,348
20200618,WV,,0
20200612,MI,0,1
20200421,UT,,0
20200525,OR,,0
20200402,ME,,0
20200529,NH,,0
20200401,WY,,0
20200510,VI,,0
20200425,WI,,0
20200617,NY,0,1
20200929,HI,10,30
20200713,AR,,0
20200827,MA,17,81
20200828,HI,41,30
20200428,NH,,0
20200524,IA,8,28
20200812,UT,14,47
20201029,VT,2,17
20200411,ND,,0
20201202,VT,5,17
20200806,MN,28,102
20201001,PR,23,65
20201009,WY,11,29
20200405,NC,,0
20201022,IL,258,201
20200330,NH,,0
20201112,MO,312,141
20200428,WA,,0
20200329,OR,,0
20200507,ID,,0
20200623,MD,,0
20200412,ID,,0
20200619,UT,,0
20200603,OR,,0
20200510,NM,,0
20200924,OR,22,63
20200616,SC,,0
20200923,AZ,49,103
20200807,NY,79,127
20200426,GA,,0
20200328,SD,,0
20200721,LA,193,184
20200316,NE,,0
20201101,MT,54,67
20200408,HI,1,20
20200807,MO,56,99
20200514,MN,,0
20200416,NJ,,0
20200926,VI,0,2
20200930,OK,130,147
20200727,NC,164,113
20200325,AK,,0
20201118,MS,98,108
20200920,TN,85,129
20200527,VI,,0
20200325,HI,3,20
20201001,MD,59,58
20200320,CT,,0
20200921,AZ,46,103
20200823,SC,83,81
20200705,NH,,0
20200628,ME,,0
20200518,DC,,0
20200624,SC,,0
20201013,PR,13,65
20200930,ND,34,47
20200802,AL,86,64
20200819,WY,6,27
20200513,MD,,0
20200910,KY,439,111
20200720,MD,50,23
20200324,MO,,0
20200427,KS,,0
20200622,MD,,0
20200928,NE,21,92
20200822,VI,0,2
20200819,DC,9,14
20201027,DC,10,14
20200812,ND,5,48
20200716,CT,11,23
20200417,MA,,0
20200620,PR,,0
20201124,MI,624,160
20200504,WY,,0
20200921,AK,2,24
20200622,LA,28,108
20200407,DC,,0
20201020,NH,4,30
20200625,GA,,0
20201130,TN,247,114
20200809,IL,89,132
20200505,NJ,,0
20201030,WY,25,30
20201013,OR,19,62
20200803,AZ,98,70
20200416,IL,,0
20200726,ME,4,26
20200326,OH,,0
20200912,MI,45,153
20200919,LA,76,192
20200408,PA,,0
20200923,IA,57,123
20200917,SC,64,82
20200505,KS,,0
20201120,VI,0,2
20200517,SD,,0
20200531,NC,,0
20200402,KS,,0
20200429,WV,,0
20200328,AR,,0
20200420,PR,,0
20200621,IL,,0
20200816,MS,116,95
20200908,OH,70,209
20201003,OR,8,62
20200723,OK,69,56
20200710,NH,,0
20200811,NE,16,71
20201024,MA,65,103
20200519,TN,,0
20200724,VI,0,2
20200628,OK,,0
20200529,KY,,0
20200527,AZ,12,13
20200414,AK,,0
20200526,MT,,0
20200730,IA,33,123
20200324,RI,,0
20200716,MN,5,25
20200924,MO,133,139
20200702,MD,,0
20201031,CO,136,101
20200724,NM,20,18
20200509,CO,,0
20200629,MD,,0
20200809,WI,78,129
20201105,WV,34,63
20200729,VT,0,7
20201201,UT,99,54
20200730,MI,51,109
20200928,AL,88,114
20200528,FL,,0
20200809,PR,37,57
20200928,VA,39,102
20200919,OR,10,63
20200930,LA,68,192
20200321,PA,,0
20200705,VI,,0
20200708,NH,,0
20200930,HI,28,30
20200707,ME,0,1
20200827,WV,19,63
20201029,PA,181,222
20200426,KS,,0
20200719,TX,732,271
20200912,DC,8,14
20200424,WA,,0
20200820,ID,27,50
20200815,VA,91,91
20201017,AZ,70,109
20200923,OH,78,209
20201118,IN,337,165
20200525,MI,,0
20200915,SC,82,82
20200605,AZ,,0
20200711,TX,,0
20200913,GA,729,148
20200419,WA,,0
20200526,TN,,0
20200804,WA,29,66
20200730,TX,813,517
20201109,NE,114,99
20200505,NC,,0
20200813,FL,563,253
20200727,TX,806,516
20200423,WV,,0
20200404,IL,,0
20200517,AL,,0
20200508,CA,,0
20200418,RI,0,1
20200608,CT,,0
20200713,NY,0,1
20200530,MN,,0
20200313,KY,,0
20200522,KS,,0
20200421,IN,,0
20200531,TX,,0
20201127,TN,215,113
20200519,WA,,0
20201027,NJ,111,78
20200729,AL,127,54
20200830,WA,16,99
20201202,MT,52,67
20200821,NJ,25,76
20200621,UT,,0
20200403,FL,,0
20201112,MA,82,103
20200405,ME,,0
20200323,GA,,0
20201026,VT,2,17
20200524,TX,,0
20200428,IA,,0
20200709,NM,,0
20201013,LA,147,199
20200613,DC,,0
20201001,WA,24,100
20201107,SC,74,85
20200710,NJ,,0
20200330,IN,,0
20200504,IL,,0
20200508,VA,,0
20201112,VI,0,2
20201031,VT,0,17
20200511,PA,,0
20200807,AR,81,67
20201010,ND,38,48
20200329,MI,,0
20200411,TN,,0
20200910,SC,71,82
20200616,MT,,0
20201116,WI,502,145
20200719,MT,6,14
20200807,WA,19,68
20200502,GA,,0
20201012,IA,71,123
20201109,IN,286,139
20200328,NC,,0
20201101,SC,41,84
20200908,MO,67,139
20200707,CA,,0
20200423,HI,2,9
20200811,DC,12,13
20200609,NV,,0
20200327,WY,,0
20201129,PR,28,64
20201025,OH,189,217
20200916,UT,25,57
20200430,NH,,0
20200715,NM,19,14
20200419,KY,,0
20200403,SC,,0
20201127,KS,155,150
20200518,KS,,0
20200503,UT,,0
20200630,SC,,0
20200509,OR,,0
20200812,AZ,101,74
20201119,OR,52,65
20200927,AL,103,111
20200322,CT,,0
20200928,IL,114,194
20200415,ME,,0
20200812,WI,60,130
20200712,CO,,0
20200519,HI,0,10
20200521,SD,,0
20200413,DC,,0
20200515,MD,,0
20201007,AL,133,113
20200608,MA,,0
20200726,DE,1,4
20201122,NJ,335,96
20200809,DC,12,13
20201007,VT,1,17
20201104,OH,324,221
20200703,OR,,0
20200603,LA,21,110
20200617,MA,,0
20200608,PA,,0
20200328,DC,,0
20200728,AK,2,22
20201027,WY,17,28
20201022,AL,149,115
20200610,NE,0,2
20200819,OH,86,209
20201125,MT,100,67
20200314,NJ,,0
20200814,MS,179,95
20200825,NJ,29,78
20200606,MO,,0
20201109,AK,17,22
20200402,HI,2,19
20200713,SC,,0
20200804,ID,27,34
20201102,DC,11,14
20200901,DE,7,13
20200326,MN,,0
20200803,WA,29,67
20201129,PA,651,226
20200407,VA,,0
20200713,TN,72,50
20201102,FL,355,242
20200315,ME,,0
20200806,VA,66,69
20200605,ND,,0
20200507,NV,,0
20200602,ME,,0
20200322,MO,,0
20200403,KS,,0
20200812,OH,87,93
20200829,ND,9,47
20201026,WA,29,99
20200716,KY,46,97
20200705,NC,,0
20200522,ME,,0
20200403,IL,,0
20200614,UT,,0
20201116,SC,81,72
20200411,NH,,0
20200801,ND,7,46
20200319,PA,,0
20200331,NJ,,0
20201122,VI,0,2
20200624,VA,,0
20201108,KS,141,149
20200523,DE,,0
20200326,RI,0,1
20200803,AR,61,71
20201123,WY,30,30
20200627,MA,,0
20200519,KY,,0
20200619,RI,0,1
20200316,KY,,0
20200825,KS,44,137
20200728,MI,39,99
20200630,VA,,0
20200920,NY,63,174
20200712,MI,,0
20201018,AZ,89,109
20201115,NE,116,99
20200714,NV,,0
20201123,AL,178,106
20200901,WY,5,26
20200916,OH,77,210
20201112,UT,83,59
20200811,MO,97,97
20200411,ID,,0
20200712,MD,,0
20200531,AK,,0
20201102,MO,200,128
20200731,MI,950,107
20201024,IL,289,199
20200513,OH,,0
20200614,PR,,0
20201109,WY,33,30
20200826,OR,9,62
20201106,MD,107,60
20200512,SC,,0
20201109,NM,75,50
20200710,VT,,0
20200716,UT,20,35
20200625,NC,,0
20200829,FL,423,263
20200424,WI,,0
20201003,KS,56,148
20201106,FL,408,263
20200322,TN,,0
20200409,IA,11,63
20200513,CO,,0
20201202,KS,173,151
20200413,PR,39,55
20200401,NY,,0
20201106,CO,187,103
20200616,ID,,0
20200705,TX,,0
20200523,MA,,0
20200515,NV,,0
20200623,OH,,0
20200917,MO,95,139
20201107,MT,85,67
20200505,WY,,0
20200602,KS,,0
20201009,MD,55,59
20200509,IN,,0
20200705,AZ,38,17
20201114,MD,136,60
20200601,CT,,0
20201005,ME,0,38
20201019,ME,0,38
20201031,ND,41,50
20200923,PR,29,65
20201111,MO,311,141
20200401,UT,,0
20200423,IL,,0
20200326,KS,,0
20201025,ND,29,49
20200529,UT,,0
20200925,KS,39,145
20200821,FL,502,264
20201126,HI,6,26
20200424,ND,,0
20200920,NE,20,93
20201023,MI,154,156
20200430,WV,,0
20200514,KS,,0
20200625,UT,,0
20200318,MN,,0
20200531,ME,,0
20200830,NY,56,168
20200909,CO,13,100
