date,state,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage
20210510,OH,157,199
20200307,HI,,0
20210528,ME,13,39
20210421,WI,100,150
20200126,NC,,0
20210503,NY,251,179
20210315,AZ,81,103
20210609,CT,9,39
20210610,OR,28,64
20210116,PA,546,229
20210601,OK,22,136
20210223,RI,8,15
20210115,TX,1873,592
20210421,NE,14,101
20210112,AL,435,107
20210321,SC,51,87
20210527,PA,162,228
20210114,LA,270,218
20210115,AR,173,109
20200222,NV,,0
20210313,VT,7,17
20201213,WY,24,31
20201211,NC,313,132
20210225,IL,163,205
20210215,MO,71,127
20201223,ND,30,50
20200905,CO,16,99
20210307,IN,79,165
20210325,HI,2,26
20210212,OH,246,234
20210408,IN,87,165
20201215,KY,476,105
20210305,WY,1,31
20200903,VA,82,96
20201222,AZ,535,111
20200215,AL,,0
20210525,ID,17,48
20210325,VI,0,2
20210126,NC,398,119
20210420,OH,189,200
20210213,IL,169,206
20201222,NM,113,55
20210210,UT,39,59
20210510,MD,86,53
20201222,UT,100,54
20201229,OR,66,63
20201227,MT,41,67
20210515,VA,48,105
20210225,SC,108,87
20210601,MT,17,65
20210416,NH,20,30
20210402,MI,451,164
20201216,VI,2,2
20210603,ME,9,39
20210424,VI,0,2
20210216,FL,754,231
20210425,MI,356,164
20210220,WY,4,31
20210101,KY,460,124
20210319,OH,162,233
20210113,MA,339,102
20201229,OH,637,201
20201210,NC,305,132
20210510,GA,142,159
20210401,PA,332,229
20210413,NM,20,52
20210504,OK,36,139
20210110,NH,29,30
20210314,CO,48,105
20210118,MD,203,52
20210222,MT,19,67
20201218,LA,193,216
20210410,NV,26,63
20210221,NC,105,132
20201222,ID,56,49
20210411,ID,18,52
20210407,CO,86,105
20210508,AR,40,110
20200208,MT,,0
20210203,IL,235,206
20210110,UT,78,59
20201206,NH,32,30
20201208,AL,319,105
20210113,ME,27,39
20210505,MA,70,102
20200227,AL,,0
20210304,KS,26,149
20210528,VT,1,17
20210521,MD,63,61
20200306,AL,,0
20210427,CA,256,381
20210421,KY,130,118
20210323,IN,65,136
20210216,SC,159,69
20201208,UT,91,53
20201212,SD,44,65
20210513,UT,28,60
20200303,MN,,0
20210501,AL,63,114
20210603,FL,291,268
20200905,MD,45,55
20210204,DE,35,16
20210205,PR,16,67
20200903,IN,50,141
20210523,OK,43,150
20201223,SC,226,87
20210210,ME,17,39
20201229,CO,170,95
20210606,TX,194,595
20210116,OR,56,65
20201217,NE,64,101
20210407,NY,541,208
20210318,MD,112,61
20210129,WA,81,105
20210423,OH,215,232
20210413,TN,99,113
20210112,CA,2192,382
20210430,MD,125,61
20210307,MT,11,67
20201209,CT,144,40
20210313,NH,12,30
20210326,SD,12,65
20210601,AK,1,22
20201231,OH,607,232
20210314,LA,37,219
20210328,OR,20,65
20210405,WA,54,95
20210405,AR,19,94
20201206,UT,86,59
20201208,WI,384,145
20210511,MT,17,65
20210217,MS,39,108
20210609,CO,56,106
20200114,MT,,0
20210323,SD,14,63
20210224,OR,12,65
20200906,MT,14,33
20210503,AL,91,104
20210104,MN,113,131
20210323,OR,13,64
20210108,MD,271,59
20210605,AR,43,110
20210515,ND,10,50
20210428,AK,6,24
20210303,NE,22,101
20210606,AL,28,114
20210227,KS,34,150
20210418,CA,214,417
20210430,LA,48,220
20210124,MI,132,164
20201213,DC,37,14
20210520,SD,4,65
20210112,OH,594,199
20210529,SD,4,65
20210510,NH,7,28
20201207,MO,265,127
20210316,MA,82,79
20210517,GA,117,153
20210119,MT,37,66
20210328,NC,106,132
20210219,ME,7,39
20210426,MN,91,131
20210114,MS,126,109
20200108,AR,0,1
20201214,FL,741,235
20210424,WY,10,31
20200312,KS,,0
20201225,PA,643,228
20210209,VT,9,17
20210309,MO,65,125
20200904,OK,89,133
20210214,OH,203,234
20210303,IA,30,126
20201220,NJ,378,96
20200305,MT,,0
20210531,MO,39,124
20210604,OH,57,234
20200311,AZ,,0
20210102,FL,1039,268
20210519,PA,165,229
20210301,PA,198,210
20210518,CA,211,380
20210524,MO,32,124
20210102,MN,92,140
20210309,IL,136,187
20210322,OK,42,141
20210118,HI,9,24
20210506,MS,23,108
20210308,PA,185,210
20210409,MA,93,101
20210327,ID,25,52
20210607,MN,15,131
20210310,ND,10,50
20201221,VT,8,17
20210105,WI,256,144
20210410,KS,16,150
20210423,KS,29,150
20210525,LA,59,220
20210224,CO,63,105
20210228,AR,31,110
20210420,OK,43,142
20210605,RI,1,15
20210423,MT,9,66
20200301,TX,,0
20210127,PR,14,67
20210327,CT,97,39
20210221,MD,85,60
20210304,CA,435,419
20210418,HI,3,26
20210317,IL,135,205
20201220,NC,320,132
20201222,NC,393,120
20210215,WV,32,59
20210107,AL,451,113
20210129,PA,410,229
20210116,VI,0,2
20200305,WA,,0
20210126,MI,173,160
20210610,MT,16,67
20201214,PA,666,193
20201218,UT,97,59
20210202,LA,163,219
20201204,HI,8,26
20200308,WY,,0
20210612,CO,56,106
20210604,NH,6,30
20210412,NE,10,100
20201210,IL,614,203
20200309,NE,,0
20201204,ME,25,39
20210501,VA,77,105
20210301,HI,4,24
20210324,OR,24,65
20200131,AL,,0
20200304,NC,,0
20210326,VI,0,2
20210215,SC,107,69
20210203,TX,1209,591
20210131,ND,8,50
20200130,NC,,0
20210130,MA,206,101
20210303,AL,82,117
20210207,UT,32,59
20210319,SC,66,87
20210326,HI,7,26
20200228,KS,,0
20201220,IA,69,126
20210301,CT,62,33
20201224,FL,943,268
20210415,AL,66,114
20200306,ME,,0
20210426,LA,37,220
20210212,WY,14,31
20201218,ID,60,52
20210608,TX,211,590
20210608,AZ,52,101
20201214,NM,112,53
20210422,LA,36,220
20210421,TX,400,594
20210209,FL,758,232
20210528,OR,26,65
20200219,HI,,0
20210304,KY,206,119
20210418,ND,8,49
20201205,MO,280,140
20210123,ME,15,39
20210115,KS,147,150
20210414,RI,14,15
20210519,MT,16,67
20210205,NY,882,208
20210601,KY,79,104
20210516,AK,2,24
20210520,MI,155,163
20210402,CO,75,105
20200303,IN,,0
20210526,MN,42,140
20210207,ID,24,52
20210208,VI,0,2
20201212,TN,385,115
20210424,AL,60,115
20210131,CA,1149,418
20201216,SD,32,65
20210313,RI,12,15
20201227,NJ,400,96
20210108,SC,277,87
20210405,NM,8,53
20210330,NY,573,180
20210218,AK,7,24
20210602,AZ,43,123
20210606,IA,14,126
20210515,ME,24,39
20200104,LA,,0
20210112,MA,274,79
20210128,MI,159,163
20210512,AZ,71,124
20210503,ND,13,48
20210403,TN,89,114
20210523,AZ,58,124
20200214,AL,,0
20210521,AZ,57,124
20210202,VA,262,95
20210417,VA,109,105
20210203,NE,24,102
20210214,MD,109,60
20200221,MN,,0
20210124,IA,37,126
20200311,MD,,0
20210511,NJ,99,78
20210504,LA,59,220
20210222,IL,142,189
20210427,OK,44,140
20210219,VA,136,107
20210501,MA,71,102
20210302,IA,27,122
20210521,SC,22,87
20210103,MA,267,101
20210416,OR,35,65
20210202,MN,57,131
20210102,LA,227,216
20210313,DE,7,16
20210104,TX,1663,588
20200304,WY,,0
20210513,MO,50,140
20201212,WA,92,105
20210504,CO,126,96
20210312,NJ,249,96
20201220,WI,251,149
20210122,ME,17,39
20210519,ME,15,39
20210602,TN,43,117
20210521,TN,66,114
20210206,PR,25,67
20210105,FL,1213,230
20201219,GA,500,170
20210501,IL,213,205
20200308,NE,,0
20210210,CT,94,40
20210506,MD,97,61
20200305,KS,,0
20210526,SD,1,65
20210425,MA,68,102
20201213,WA,92,105
20210211,NC,194,132
20210116,IN,282,166
20210126,PR,13,67
20210328,NM,18,55
20201216,IN,389,165
20210513,ID,14,53
20210122,CA,1807,417
20210310,PR,9,67
20210301,VT,3,17
20201225,WV,83,63
20210222,OR,29,64
20210223,ME,3,37
20210414,DE,22,16
20210327,KS,19,150
20210526,PA,162,228
20210502,LA,39,220
20210315,UT,19,53
20210429,LA,60,220
20200312,AL,,0
20210129,TN,154,113
20210110,ID,41,52
20210427,WV,27,59
20210611,AR,33,110
20210405,KS,14,144
20210303,MI,95,164
20201214,MO,234,127
20210208,AK,3,22
20210420,LA,51,220
20210419,OK,33,142
20200212,HI,,0
20210506,AK,4,24
20210504,WA,73,94
20210105,NC,529,119
20210323,MD,149,53
20210421,IA,51,126
20210408,TN,106,114
20200903,AR,48,99
20210228,MI,90,164
20210120,NH,30,30
20201218,NH,24,30
20200129,HI,,0
20201229,LA,244,216
20210530,TX,173,595
20200906,UT,14,55
20210215,VA,142,95
20210517,IL,120,188
20210330,CT,95,33
20210320,SC,68,87
20201213,PR,38,64
20210302,TX,571,589
20210111,IL,354,190
20210505,CA,221,419
20200229,AL,,0
20210401,WY,9,31
20210429,CA,242,419
20200310,MD,,0
20210524,GA,109,155
20210103,WV,71,63
20210207,ND,4,50
20200105,MN,,0
20210312,IL,134,206
20210116,CO,132,104
20201208,NV,157,59
20210216,CA,700,378
20210129,HI,6,26
20210125,LA,168,218
20200226,NC,,0
20210306,NC,124,131
20210220,CT,83,40
20210517,SD,3,63
20210608,NM,14,52
20210601,NM,18,52
20201203,MI,486,162
20210412,NY,411,181
20210301,KS,26,141
20210208,NM,35,53
20201204,NJ,401,96
20210218,WA,42,105
20200221,IL,,0
20201212,ND,32,50
20210223,VT,3,17
20210603,SC,25,87
20200211,MT,,0
20210415,WY,8,31
20210104,IA,74,122
20210410,AR,25,110
20210103,CA,2230,419
20210528,DC,6,14
20210424,MA,95,102
20210126,KY,413,104
20210328,CO,60,105
20210117,MI,161,164
20210501,WV,39,63
20210107,VA,347,108
20210201,GA,430,153
20210103,AR,140,111
20210425,WV,41,63
20210419,MS,24,100
20210211,AZ,247,125
20210329,WY,2,30
20210221,TX,789,592
20210423,NJ,218,96
20210502,PR,18,72
20210223,OK,139,146
20210228,KY,151,119
20200127,MT,,0
20210329,SC,69,69
20210404,MN,62,140
20210415,OK,44,153
20210304,TN,78,112
20210220,SD,22,65
20210308,AZ,103,107
20210430,RI,9,15
20210214,WY,8,31
20210425,AR,26,110
20210605,MN,24,140
20210218,OH,232,233
20210125,NV,93,60
20210610,TN,34,113
20210515,HI,2,26
20201221,TN,355,115
20210529,MN,29,140
20210422,OR,34,65
20210125,WI,159,143
20210406,DE,20,11
20210217,NH,15,30
20210113,CA,2201,417
20210411,RI,5,14
20200308,TX,,0
20210122,OK,271,152
20210106,VT,11,17
20200303,NC,,0
20210214,MS,42,108
20210612,SD,6,65
20210227,AL,102,115
20201206,ID,59,51
20210129,NH,21,30
20210417,MT,13,67
20200311,WA,,0
20210530,IA,12,126
20210417,WV,40,63
20210101,NE,50,101
20210213,WV,32,63
20210401,AL,47,115
20200219,MT,,0
20210212,DC,14,14
20210503,HI,4,24
20210119,NM,88,54
20210214,NH,15,30
20201218,DE,38,16
20200209,AL,,0
20210215,FL,556,230
20210516,SD,3,65
20210125,AL,238,106
20210512,PR,9,66
20210119,SC,255,70
20210123,CT,149,40
20200304,IN,,0
20210115,TN,282,113
20210329,FL,414,230
20210218,WY,8,31
20210509,CA,175,414
20210109,MD,268,59
20210525,UT,31,54
20210512,MO,71,140
20210424,OR,61,65
20201227,UT,85,59
20210201,PA,321,207
20210118,TN,235,115
20210612,VT,0,17
20210127,DC,30,14
20210409,RI,14,13
20210207,NY,706,208
20210218,KY,242,119
20201210,VA,240,108
20210502,AZ,71,125
20210607,SD,5,63
20201207,WV,62,59
20210220,MN,27,140
20210326,NM,18,55
20210301,MN,37,131
20210516,MS,19,107
20210102,PA,498,230
20201205,UT,94,59
20210508,NY,208,207
20200306,PR,,0
20210316,NH,11,28
20210602,PA,101,229
20200114,AL,,0
20210101,IA,87,126
20210415,CA,279,419
20210422,AL,68,115
20210210,NH,12,30
20210204,LA,148,219
20210318,AZ,69,126
20210523,SC,23,87
20210212,MD,120,60
20210527,NC,69,133
20210509,OH,109,233
20200309,GA,,0
20210528,AR,44,110
20210501,NE,15,101
20200301,NC,,0
20210130,MI,159,164
20210321,NH,10,30
20210522,NH,10,30
20210531,CO,67,97
20210321,DE,13,16
20210128,ND,8,50
20210609,DC,4,14
20210503,NV,52,60
20200101,MT,,0
20201219,OH,697,230
20210219,NJ,191,96
20210428,ME,15,39
20210324,FL,445,268
20210205,NE,30,101
20210421,WA,73,105
20210514,DC,12,14
20210331,AK,7,24
20201223,FL,880,268
20210124,SD,9,65
20210126,NM,94,53
20210511,SC,33,69
20210410,MA,104,101
20210313,AZ,76,126
20210221,CO,59,105
20210222,VT,5,17
20210527,NJ,54,96
20210305,PA,194,229
20210223,OH,199,201
20210327,OH,222,234
20200904,KS,51,146
20210311,MO,55,140
20210224,IN,87,165
20210125,MA,177,79
20201231,DE,48,16
20201223,AR,147,108
20210318,SD,4,65
20210323,CO,61,96
20210108,AZ,626,126
20210503,TN,74,111
20201212,HI,7,26
20210314,VA,91,106
20201210,GA,521,170
20201218,RI,28,15
20210204,WI,135,150
20210125,HI,8,24
20200226,IL,,0
20210526,CT,19,39
20210308,OH,124,201
20210428,NM,24,55
20210228,OR,19,65
20210124,NC,323,132
20200312,RI,,0
20201208,ND,45,47
20210313,WY,0,30
20210207,AR,90,110
20210402,KY,102,118
20210403,HI,7,26
20200907,IN,227,143
20201229,MD,246,52
20210415,NV,45,63
20210604,GA,97,167
20201214,CO,153,95
20210427,MA,61,79
20210309,NY,522,181
20210501,PR,37,72
20200205,IN,,0
20210524,DC,11,14
20210311,UT,32,59
20210404,ND,9,50
20210604,MD,41,61
20210409,DE,23,16
20210327,VT,5,17
20210205,TX,1191,591
20200905,MS,78,102
20201226,TX,1308,590
20210406,ID,20,49
20210512,WY,9,30
20210606,NV,25,63
20210505,PR,24,72
20210314,MD,96,61
20210308,LA,48,219
20210429,PA,265,229
20200121,MT,,0
20210204,ND,6,50
20210316,WV,28,59
20200302,PR,,0
20210317,VI,0,2
20200116,HI,,0
20210324,VT,3,17
20201224,WA,130,105
20210222,AK,7,23
20210206,AR,94,110
20210119,FL,1057,231
20210420,WI,72,142
20201221,CT,122,33
20210510,CO,98,96
20210430,DE,27,16
20210402,WA,52,105
20210425,OR,44,65
20210104,NE,60,100
20200311,IA,,0
20210206,MO,119,140
20210412,MI,544,158
20210430,AZ,72,125
20210522,CO,73,105
20210531,OR,31,63
20210603,IL,97,205
20200118,MT,,0
20210114,VA,306,107
20210507,ME,17,39
20201203,GA,472,170
20210101,AR,200,111
20210514,PR,16,66
20210415,WA,77,105
20210303,TX,567,592
20210214,AZ,198,126
20210522,MD,65,61
20201205,ND,36,50
20210409,WV,39,63
20201229,WI,222,145
20210311,SC,78,87
20210111,MA,195,79
20210108,MI,283,164
20210118,CO,96,97
20201225,CT,153,40
20210120,IN,215,166
20210103,RI,26,15
20210412,HI,4,24
20210404,CT,67,40
20210203,TN,149,118
20210319,FL,469,269
20200123,MN,,0
20210126,WA,90,95
20210211,IL,204,206
20200309,SC,,0
20210415,MA,94,101
20201211,NJ,438,96
20210122,WY,8,31
20210218,NM,38,55
20210523,MT,16,67
20210209,MO,95,125
20210324,MT,8,67
20210510,SD,6,63
20210421,AR,25,109
20200310,OK,,0
20210324,OH,170,234
20210604,UT,20,60
20210110,WY,14,31
20200128,NC,,0
20200311,NV,,0
20201210,NE,82,101
20210417,DC,17,14
20210115,VT,8,17
20200218,KS,,0
20210516,ME,13,39
20200312,OH,,0
20201225,MN,93,140
20210209,NE,18,100
20210313,MS,35,108
20210607,CT,15,34
20210420,AZ,75,102
20210612,OR,22,64
20201223,MO,270,140
20210318,GA,212,170
20210114,RI,36,15
20210204,MN,50,140
20200907,TN,96,122
20210227,SD,7,65
20210426,AZ,73,103
20210528,MS,32,108
20210420,AL,75,104
20210315,MT,16,65
20210114,CO,132,104
20201215,NH,48,29
20201209,WA,94,105
20201227,VA,213,107
20210116,SD,17,65
20201229,AZ,538,104
20210130,WV,53,63
20201220,MI,268,163
20210311,FL,458,269
20210430,ID,16,52
20200302,MN,,0
20210322,KS,19,141
20210527,CT,17,39
20200215,MT,,0
20210109,NH,31,30
20210201,MS,75,101
20210506,RI,11,15
20201226,GA,632,170
20210405,TX,309,592
20200126,HI,,0
20210306,CO,68,105
20210527,TX,247,595
20210512,ID,13,52
20210120,CO,132,104
20210318,WY,4,31
20200223,IL,,0
20210408,MT,7,67
20210114,IL,396,206
20210113,RI,35,15
20210509,RI,2,15
20210112,MT,41,66
20210304,NJ,246,96
20210302,NC,129,119
20201224,SC,180,87
20210312,TX,605,592
20210208,IN,106,138
20210328,IA,38,126
20200301,KS,,0
20210215,MD,90,52
20210211,SD,7,65
20210128,TN,193,114
20210406,WY,4,30
20210112,RI,39,15
20210403,MT,4,67
20201221,MD,208,52
20210610,SC,11,87
20210213,VA,162,106
20201204,AZ,444,124
20201206,NY,669,204
20210310,OH,184,234
20201225,NY,998,205
20210113,MS,121,109
20210314,SC,61,87
20210107,IL,396,205
20210528,TX,204,595
20210322,ME,7,36
20210312,CA,409,418
20210430,WI,86,149
20210107,OK,414,152
20200905,NH,3,30
20210421,PR,44,67
20210308,UT,21,53
20210309,PR,7,67
20210216,ID,20,48
20210508,CT,67,40
20210315,FL,408,229
20200312,NE,,0
20200221,TX,,0
20210521,KS,29,150
20210102,WI,202,149
20201218,OH,714,230
20210405,OH,195,203
20210420,NV,36,60
20200308,MO,,0
20210325,IN,89,165
20201231,ID,48,52
20201225,MA,280,102
20210407,KS,25,150
20210408,MA,97,101
20210123,SD,8,65
20201207,NE,77,100
20210121,WV,80,63
20210214,DE,24,16
20210523,KY,100,118
20201230,PR,46,67
20200906,MI,33,149
20210206,DC,28,14
20210509,KS,28,150
20210608,ID,15,49
20210605,TX,192,595
20201224,AR,172,108
20200905,MO,87,149
20210307,NH,9,30
20200903,NC,117,124
20210512,UT,25,60
20210204,OH,328,234
20210120,OR,45,64
20201231,MN,127,140
20200304,NV,,0
20200202,NC,,0
20210217,WV,37,63
20210101,TX,1744,590
20210403,PR,29,67
20200905,AL,105,108
20200903,NY,74,172
20201203,IN,383,166
20210413,IN,112,138
20201206,KY,391,124
20210310,WY,1,31
20210117,KS,116,150
20210219,SC,110,87
20201221,HI,6,24
20210412,WA,62,96
20200310,WI,,0
20210226,AR,49,110
20200907,CA,381,393
20210131,OH,275,233
20210521,OH,142,232
20210429,IL,221,205
20210322,CT,58,33
20200229,OR,,0
20210326,AR,21,110
20210207,KY,267,119
20210221,NJ,200,96
20210224,SD,13,65
20210407,FL,509,269
20210318,MN,49,140
20200204,MT,,0
20200216,MT,,0
20201216,PA,791,228
20210513,SC,37,87
20210112,WI,245,143
20200208,HI,,0
20210409,IN,108,165
20201222,AK,4,23
20210218,NC,162,132
20200902,AZ,69,103
20210121,CA,1763,417
20210605,DE,3,16
20210124,DC,31,14
20210105,KY,444,105
20210310,MO,49,140
20210120,GA,846,170
20201224,ID,46,52
20210418,AK,4,24
20210301,AR,38,89
20210419,HI,5,24
20210414,MN,111,140
20210208,OH,251,200
20210403,WY,6,31
20210104,MS,155,101
20200113,HI,,0
20210307,VI,0,2
20210611,KY,91,118
20201216,MA,294,102
20210528,NV,32,63
20210511,MO,53,124
20201207,DC,31,14
20210504,DE,10,10
20201217,IL,548,204
20210428,CA,222,418
20210131,RI,12,15
20200211,HI,,0
20210413,AK,4,22
20201213,KY,418,124
20210404,AK,4,24
20210226,IN,87,165
20200904,VT,0,17
20201226,CO,141,104
20210317,ME,8,39
20210203,NY,862,207
20210304,OK,74,153
20210111,WV,81,59
20201224,NH,44,30
20210316,IN,47,135
20201211,LA,214,216
20200309,MN,,0
20210105,SC,279,70
20210112,DE,47,11
20210322,HI,5,24
20210522,SC,21,87
20200306,WA,,0
20210321,WV,19,63
20210401,ND,7,50
20200902,VT,0,17
20210416,DE,16,16
20201210,SD,38,65
20210209,CA,1020,381
20210327,MN,54,140
20210422,UT,32,59
20201213,AK,19,24
20210118,MT,28,66
20210113,WV,73,63
20210515,TN,69,109
20200312,WV,,0
20210330,IN,76,136
20201219,NE,60,101
20210403,AR,16,110
20210322,PA,225,212
20200307,MT,,0
20210309,GA,267,153
20210224,MS,46,108
20200108,MT,,0
20201231,UT,73,59
20210415,KS,28,150
20210404,MA,89,101
20210406,RI,18,14
20210303,KS,21,149
20210429,MN,93,140
20210505,WV,30,63
20210603,MO,53,140
20210212,NJ,284,96
20210407,SC,53,87
20210517,CT,26,34
20210308,WI,50,143
20210611,NH,1,30
20210301,MT,16,65
20210315,MD,103,53
20210203,VT,7,17
20210227,ND,14,50
20210422,IL,277,205
20210608,NC,56,119
20210209,ME,9,37
20210110,MS,137,109
20210418,NM,17,55
20210504,IN,127,136
20210105,VA,305,97
20210516,WA,44,104
20210207,WA,47,105
20210222,WY,1,30
20200303,GA,,0
20210202,IL,268,188
20210531,TN,42,113
20210121,WI,185,149
20210219,FL,689,268
20210312,FL,487,269
20210520,SC,37,87
20210611,WA,46,103
20210416,RI,12,15
20210601,WA,48,93
20210526,NC,80,133
20210530,WA,40,104
20210526,VA,45,105
20201228,NE,39,100
20210519,TN,59,117
20210116,AK,8,24
20210217,MA,112,102
20210110,RI,33,15
20210610,FL,254,262
20210306,NM,27,54
20210605,NY,87,208
20210222,NV,53,60
20200309,WY,,0
20210128,SC,217,87
20210321,MA,90,102
20210214,RI,8,15
20210331,IA,35,126
20210405,MA,96,83
20210303,NV,42,63
20210401,ME,8,39
20210221,KS,43,150
20210524,PR,13,66
20210127,MI,172,163
20200312,MI,,0
20210401,MN,67,140
20210611,NY,87,209
20200204,MN,,0
20210219,MT,15,67
20210402,FL,462,267
20210423,MI,483,164
20201211,OH,745,231
20210104,RI,22,15
20210301,TN,69,113
20210117,CO,108,104
20210126,DC,44,14
20201219,AL,362,115
20210518,NJ,72,78
20210514,MI,192,164
20210418,IN,102,165
20210127,ND,7,50
20200227,MN,,0
20210517,VA,55,94
20210120,SD,10,65
20201205,MD,232,60
20210330,NH,15,28
20210210,MS,70,108
20210601,IN,46,135
20210405,FL,424,239
20210202,NC,333,119
20200218,NC,,0
20210112,IN,313,137
20210412,TX,395,590
20210503,MO,54,124
20210512,DC,7,14
20200119,MN,,0
20210519,CT,49,40
20210213,OK,168,152
20210416,MS,20,108
20210320,FL,437,269
20210426,RI,16,14
20210611,NM,16,54
20210130,AK,1,24
20210430,UT,26,60
20210424,IA,27,126
20201227,ID,48,52
20210222,MO,98,124
20210318,OH,156,233
20210315,SC,64,69
20210602,MS,33,108
20210106,IN,329,166
20210206,UT,51,59
20210219,CT,84,40
20210122,AK,7,24
20210602,VI,1,2
20210131,ME,11,39
20210211,NJ,260,96
20210310,UT,30,59
20210108,OH,547,232
20210401,MD,170,61
20210609,MI,65,164
20210530,KY,100,118
20210507,WA,65,105
20210513,FL,415,269
20201205,FL,703,268
20210321,ID,13,52
20200303,WY,,0
20210523,DE,10,16
20210116,NM,108,55
20201231,NH,59,30
20210303,CO,68,105
20201203,AK,15,23
20210525,MS,29,100
20210424,TN,93,114
20210427,NM,25,52
20210314,FL,385,269
20210402,SD,4,65
20210123,MS,100,108
20210313,OH,137,234
20201204,DC,27,14
20201207,TN,308,115
20210514,AK,5,24
20200309,IN,,0
20210603,NJ,48,96
20210513,ND,8,50
20210223,CA,628,382
20210122,KY,417,119
20210219,MO,106,140
20210510,MS,24,100
20200309,OK,,0
20210227,OK,103,153
20210402,TX,389,592
20210226,CA,486,419
20200304,GA,,0
20201228,NY,850,180
20210302,DE,13,10
20210128,HI,6,26
20210204,RI,32,15
20210602,GA,119,167
20210103,MN,112,140
20201222,MD,277,53
20210127,TN,198,117
20210125,TN,153,112
20210411,DE,23,16
20210301,NJ,175,78
20200107,MN,,0
20210317,SD,9,65
20210510,WY,4,29
20210325,TN,111,112
20210228,NY,529,208
20210410,OR,35,65
20210225,UT,43,59
20210331,MS,22,108
20210511,VA,64,94
20200112,NC,,0
20210502,MI,337,164
20201209,LA,201,217
20200124,TX,,0
20210209,SC,142,69
20210326,WV,21,63
20200225,OR,,0
20201217,MA,298,102
20210330,AR,25,89
20210522,WY,6,30
20200212,MT,,0
20210430,OH,180,234
20210504,UT,34,54
20210224,NH,17,30
20210118,WY,12,30
20210419,RI,11,14
20201218,WI,302,149
20210101,WA,101,105
20210509,MT,12,67
20210201,CT,93,33
20210130,IL,251,206
20200225,MO,,0
20210201,NE,21,101
20210423,AZ,84,126
20210527,IA,19,126
20210521,MT,20,67
20210224,GA,346,169
20210325,MT,11,67
20200207,KS,,0
20201211,WI,352,149
20200302,LA,,0
20210217,HI,1,26
20210514,NM,20,55
20210205,AZ,316,125
20200902,OH,102,208
20210419,ME,9,36
20210606,NE,6,101
20210524,NE,2,100
20210117,MT,33,67
20210220,NC,159,132
20210121,NJ,401,96
20210210,GA,433,170
20210402,IA,30,126
20210306,VA,135,106
20210326,LA,52,219
20210417,NV,46,63
20210103,DE,57,16
20210513,AK,7,24
20210331,OK,40,151
20210204,UT,63,59
20210519,NV,37,63
20210223,KS,59,141
20210227,ID,22,52
20210102,AR,165,111
20210209,OK,219,144
20200310,RI,,0
20210606,KS,12,150
20200307,MD,,0
20210420,MN,90,131
20210525,ND,6,47
20200307,VA,,0
20201203,NM,155,53
20210417,MI,602,164
20200311,RI,,0
20210213,NJ,244,96
20210404,WV,29,63
20210218,OR,25,65
20210322,VT,5,17
20210302,RI,13,15
20210208,MD,103,52
20210610,UT,33,60
20201211,VT,7,17
20200303,OK,,0
20210127,NV,100,63
20210113,DE,48,16
20210531,ND,2,47
20210530,NM,14,54
20210605,MA,22,102
20210511,LA,69,220
20201225,AR,136,109
20210609,NV,22,63
20200213,MN,,0
20210305,CT,85,39
20210331,NH,13,30
20210521,FL,341,270
20210122,NM,100,55
20210327,AZ,66,124
20200206,NV,,0
20210329,UT,15,54
20210406,MD,180,54
20210131,DE,32,16
20201215,WA,124,95
20200310,IN,,0
20210304,SC,83,87
20201219,MN,135,140
20200220,AL,,0
20210411,MN,84,140
20210523,UT,19,60
20201215,MT,69,66
20210220,PA,254,229
20210208,GA,416,153
20210315,WY,3,30
20210129,LA,162,219
20210313,MD,108,61
20210305,HI,1,26
20210321,NY,478,208
20201221,PR,31,62
20210501,MO,79,140
20210530,CO,60,105
20201211,AL,343,111
20200226,TX,,0
20210127,HI,7,26
20210409,OK,31,151
20210210,SD,7,65
20210421,DC,25,14
20210323,WY,7,30
20210426,TN,66,112
20210604,WY,7,31
20210209,DC,21,14
20210204,AZ,350,125
20210124,KY,360,119
20201226,RI,21,15
20201221,ID,42,48
20210221,VT,5,17
20210109,MO,250,140
20201216,DC,25,14
20200218,MS,,0
20210515,DE,14,16
20210130,NM,83,55
20201230,DC,34,14
20210129,AL,261,114
20210203,MO,130,140
20201206,AR,111,111
20210510,VI,0,2
20210519,HI,5,26
20210201,NY,690,181
20210604,CT,18,40
20200210,MT,,0
20210312,MA,93,102
20210115,MT,44,67
20210612,NC,57,132
20210124,VA,247,106
20210502,DC,11,14
20210326,OK,54,152
20210313,VI,0,2
20210329,ID,14,48
20210520,GA,134,169
20210413,MA,93,79
20201217,SC,170,87
20210531,AL,52,104
20210503,DC,7,14
20210419,AL,63,104
20210111,NE,52,100
20210121,MA,231,102
20210218,CO,81,105
20210610,ID,10,53
20210226,NY,585,208
20210104,DE,49,10
20210518,SD,4,63
20210527,MN,34,140
20210320,OR,15,65
20201230,MT,38,67
20210331,AR,26,110
20210410,SD,11,65
20210512,OH,158,233
20210322,NJ,263,78
20201211,AZ,451,125
20210318,WA,45,105
20201204,OK,331,153
20210609,KY,103,118
20200904,FL,383,264
20210316,NY,525,181
20210508,PA,221,228
20210107,WV,98,63
20210418,TN,102,113
20210428,MS,34,108
20210324,CO,55,105
20210422,CO,85,105
20210213,CA,827,418
20200907,NY,75,173
20210509,ME,18,39
20200907,OK,65,134
20210426,DE,19,10
