previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,TotalDeaths
31,141,57,60,60,60,UT20210526,20210526,UT,57,,2292
247,1919,458,164,164,164,MI20210116,20210116,MI,499,258,13804
21,167,45,52,52,52,ID20210210,20210210,ID,45,,1791
603,5255,1104,204,204,204,PA20210112,20210112,PA,1060,639,18080
44,490,143,108,108,108,MS20210220,20210220,MS,152,89,6553
148,1093,305,79,79,79,MA20210209,20210209,MA,324,191,14821
7,40,8,25,24,22,AK20200901,20200901,AK,nan,9,39
131,1235,253,40,40,40,CT20201216,20201216,CT,nan,,5506
90,770,238,113,113,113,TN20210411,20210411,TN,249,125,12001
70,389,133,102,102,102,AZ20210503,20210503,AZ,189,80,17344
155,1228,314,61,61,61,MD20210418,20210418,MD,304,,8376
118,902,280,122,121,118,TN20200904,20200904,TN,284,143,1837
17,147,42,52,52,52,ID20210331,20210331,ID,42,,1962
108,918,219,96,96,96,NJ20210512,20210512,NJ,233,165,23234
24,107,24,67,67,67,MT20210204,20210204,MT,nan,,1308
85,529,83,126,126,126,IA20210113,20210113,IA,85,35,4232
146,1546,345,59,59,59,NV20201130,20201130,NV,307,190,2144
37,322,75,131,131,131,MN20210208,20210208,MN,80,,6302
,,,0,0,0,TX20200207,,,,,
231,1879,429,97,97,97,VA20201215,20201215,VA,490,240,4470
3,22,7,30,30,30,WY20210223,20210223,WY,nan,,671
155,1056,258,61,61,61,MD20210402,20210402,MD,251,,8134
16,87,25,30,30,30,NH20210429,20210429,NH,nan,,1301
,,,0,0,0,TX20200101,,,,,
82,545,105,140,140,140,MN20210121,20210121,MN,98,,6011
275,2114,383,96,96,96,NJ20210328,20210328,NJ,491,240,21854
69,285,86,150,150,150,WI20210305,20210305,WI,77,,6477
81,1032,192,192,212,212,LA20200924,20200924,LA,nan,92,5241
9,43,12,65,65,65,SD20210317,20210317,SD,nan,,1915
,,,0,0,0,PA20200302,,,,,
223,1265,390,152,152,152,OK20210131,20210131,OK,467,,3547
811,4930,1195,170,170,170,GA20210102,20210102,GA,nan,,9891
184,2083,416,216,221,221,LA20201206,20201206,LA,nan,162,6584
109,1154,286,60,60,60,MD20210214,20210214,MD,293,,7374
21,286,70,108,108,108,MS20210317,20210317,MS,77,41,6936
27,201,67,53,52,52,NM20210302,20210302,NM,nan,,3740
30,183,46,150,150,150,KS20210311,20210311,KS,44,22,4851
56,389,92,124,124,124,AZ20210522,20210522,AZ,160,64,17547
19,139,32,48,48,48,ID20210302,20210302,ID,32,,1871
53,373,135,105,105,105,CO20210226,20210226,CO,nan,,5940
350,2542,663,107,107,107,AL20201221,20201221,AL,nan,,4452
73,420,95,40,40,40,CT20210319,20210319,CT,nan,,7832
11,114,26,55,54,54,NM20210425,20210425,NM,nan,,4024
124,1084,277,101,101,101,MS20201214,20201214,MS,303,186,4204
429,3067,734,199,199,199,OH20210126,20210126,OH,741,486,10856
,,,0,0,0,HI20200127,,,,,
2010,13719,3524,588,588,588,TX20210105,20210105,TX,nan,,28219
374,1667,378,124,124,124,KY20210110,20210110,KY,380,212,2901
32,208,78,147,113,94,KS20200910,20200910,KS,92,41,495
13,154,46,100,100,100,NE20210301,20210301,NE,nan,,2082
,,,0,0,0,NC20200130,,,,,
,,,0,0,0,NC20200301,,,,,
7,61,8,16,16,16,DE20210526,20210526,DE,10,,1660
88,502,170,59,59,59,UT20210107,20210107,UT,187,,1359
3,27,9,30,30,30,WY20210515,20210515,WY,nan,,712
0,4,2,2,2,2,VI20210605,,,,,
23,233,65,100,88,80,WA20200912,20200912,WA,nan,24,1991
,,,0,0,0,IL20200220,,,,,
391,2896,890,590,590,590,TX20210420,20210420,TX,nan,,48677
,,,0,0,0,IN20200227,,,,,
42,326,81,140,140,140,MN20210526,20210526,MN,90,,7393
50,354,101,220,223,223,LA20210424,20210424,LA,nan,47,10336
65,532,159,140,140,140,MO20210318,20210318,MO,162,112,8332
41,484,137,108,108,108,MS20210218,20210218,MS,152,89,6531
61,409,139,151,150,149,MI20200909,20200909,MI,127,70,6552
461,2938,669,267,267,267,FL20210402,20210402,FL,nan,,33586
968,9123,1537,208,208,208,NY20210121,20210121,NY,1560,1011,33594
323,1795,557,170,170,170,GA20210304,20210304,GA,nan,,15462
52,342,117,153,151,150,MI20200917,20200917,MI,112,67,6632
2,35,15,25,22,20,AK20200924,20200924,AK,nan,14,46
39,447,148,124,124,124,MO20210531,20210531,MO,147,102,9080
35,447,51,15,15,15,RI20201210,20201210,RI,48,25,1498
224,2213,652,158,158,158,MI20210510,20210510,MI,666,431,18239
196,1624,384,59,59,59,MD20201220,20201220,MD,406,,5279
9,71,22,14,14,13,DC20210521,20210521,DC,27,13,1124
68,340,110,142,141,141,WI20210503,20210503,WI,86,,6839
4,52,12,65,65,65,SD20210307,20210307,SD,nan,,1900
1114,8133,1300,205,205,205,NY20201230,20201230,NY,1250,702,29905
3,20,4,24,24,24,AK20210519,20210519,AK,nan,2,362
0,1,0,17,17,17,VT20200907,20200907,VT,nan,,58
16,135,50,50,49,48,ID20200908,20200908,ID,54,,389
30,199,42,67,67,67,MT20201231,20201231,MT,nan,,961
114,1221,301,63,63,63,NV20210129,20210129,NV,305,221,4218
137,809,245,114,114,114,TN20210416,20210416,TN,241,123,12049
171,1618,416,63,63,63,NV20210116,20210116,NV,409,285,3761
81,475,172,144,137,135,IN20200905,20200905,IN,248,78,3138
50,519,123,140,140,140,MO20210409,20210409,MO,119,74,8510
317,1685,455,145,145,145,OK20201215,20201215,OK,467,,2086
77,512,116,40,40,40,CT20210414,20210414,CT,nan,,7984
63,372,100,165,165,165,IN20210312,20210312,IN,105,44,12409
24,252,67,63,63,63,OR20210601,20210601,OR,67,38,2674
45,487,100,63,63,63,PR20201205,,,,,
15,149,45,141,141,141,KS20210413,20210413,KS,30,13,4930
7,17,5,29,29,29,WY20200920,20200920,WY,nan,,49
616,4763,943,208,208,208,NY20210327,20210327,NY,896,552,40266
80,351,102,149,148,147,WI20210501,20210501,WI,86,,6841
1360,10109,2401,417,415,415,CA20201206,20201206,CA,2281,,19876
11,74,18,65,65,65,SD20210226,20210226,SD,nan,,1879
79,398,85,125,125,125,AZ20210328,20210328,AZ,160,67,16918
103,352,105,104,104,104,KY20210510,20210510,KY,109,51,6597
190,1959,406,70,70,70,SC20210125,20210125,SC,429,262,6578
117,694,178,165,165,165,IN20210218,20210218,IN,177,90,11884
89,530,211,105,105,105,CO20210519,20210519,CO,nan,,6472
3,66,16,15,15,15,RI20210526,20210526,RI,15,11,2708
155,1321,258,107,107,107,VA20210220,20210220,VA,312,186,7197
1971,14140,3697,592,592,592,TX20210113,20210113,TX,nan,,30624
94,807,239,132,132,132,NC20210327,20210327,NC,230,,12028
6,21,6,30,30,30,WY20210413,20210413,WY,nan,,703
18,119,33,30,30,30,WY20201228,20201228,WY,nan,,405
1174,7644,1504,269,269,269,FL20210109,20210109,FL,nan,,22804
13,66,14,67,67,67,MT20210225,20210225,MT,nan,,1350
181,1401,353,211,211,211,PA20210518,20210518,PA,320,211,26871
,,,0,0,0,MN20200229,,,,,
14,290,54,67,67,67,PR20210117,,,,,
565,4597,1033,189,189,189,IL20201208,20201208,IL,1071,626,13487
222,2246,438,216,221,221,LA20201210,20201210,LA,nan,180,6724
9,179,62,39,39,39,ME20201206,20201206,ME,45,17,227
9,71,23,39,39,39,ME20210225,20210225,ME,22,8,701
36,262,84,55,54,54,NM20210220,20210220,NM,nan,,3610
38,422,51,15,15,15,RI20201223,20201223,RI,49,35,1704
121,861,188,126,126,126,IA20201209,20201209,IA,189,114,3021
37,355,178,220,223,223,LA20210426,20210426,LA,nan,47,10342
66,467,126,69,69,69,SC20210419,20210419,SC,135,59,9355
,,,0,0,0,NV20200204,,,,,
85,590,213,105,105,105,CO20210422,20210422,CO,nan,,6225
233,1803,452,205,205,205,IL20210430,20210430,IL,475,235,21960
180,1476,448,114,114,114,TN20210202,20210202,TN,439,245,9900
12,48,8,65,65,65,MT20210309,20210309,MT,nan,,1385
153,1144,219,40,40,40,CT20201225,20201225,CT,nan,,5791
25,515,98,63,63,63,PR20201207,,,,,
20,402,57,72,72,72,PR20210503,,,,,
219,1300,445,145,105,94,GA20200830,20200830,GA,nan,,5576
9,82,18,30,30,30,NH20210226,20210226,NH,nan,,1167
179,1020,232,232,232,232,OH20210403,20210403,OH,239,153,18646
46,437,114,131,131,131,MN20210517,20210517,MN,118,,7296
2,101,33,62,54,52,OR20200830,20200830,OR,39,21,447
256,2534,535,190,190,190,IL20210125,20210125,IL,601,302,18798
25,359,48,15,15,15,RI20210122,20210122,RI,43,31,2083
229,1587,384,59,59,59,MD20201218,20201218,MD,399,,5188
40,263,55,30,30,30,NH20210108,20210108,NH,nan,,846
,,,0,0,0,TX20200218,,,,,
32,223,68,60,60,60,NV20210329,20210329,NV,83,46,5237
48,262,73,124,124,123,IA20200919,20200919,IA,73,38,1264
44,476,64,67,67,67,PR20210422,,,,,
,,,0,0,0,TX20200117,,,,,
7,50,8,17,17,17,VT20210114,20210114,VT,8,,162
279,1959,492,419,418,418,CA20210407,20210407,CA,478,,58659
673,6722,1302,208,208,208,NY20210217,20210217,NY,1273,854,37440
47,489,140,219,222,222,LA20210315,20210315,LA,nan,66,9903
13,134,40,101,101,101,NE20210502,20210502,NE,nan,,2245
81,465,119,87,87,87,SC20210409,20210409,SC,126,65,9273
221,1938,450,228,228,228,PA20210508,20210508,PA,427,242,26532
76,559,144,55,55,55,NM20210128,20210128,NM,nan,,3226
16,203,65,37,37,37,ME20210111,20210111,ME,57,21,438
308,2174,485,164,164,164,MI20210109,20210109,MI,517,294,13354
0,3,0,2,2,2,VI20210224,,,,,
238,2009,626,166,166,166,GA20210228,20210228,GA,nan,,15068
24,150,59,91,91,91,AR20210517,20210517,AR,nan,31,5796
54,289,69,60,60,60,NV20210426,20210426,NV,64,36,5433
21,284,62,93,92,90,NJ20200919,20200919,NJ,91,39,14276
79,506,88,126,126,126,IA20210115,20210115,IA,91,39,4257
5,44,2,16,16,16,DE20210605,20210605,DE,2,,1677
104,864,268,79,79,79,MA20210215,20210215,MA,286,174,15208
35,436,147,103,103,103,WA20210529,20210529,WA,nan,66,5765
33,213,51,126,126,126,IA20210422,20210422,IA,51,24,5904
22,206,48,30,20,15,HI20200914,20200914,HI,nan,,99
177,1850,326,215,221,221,LA20201129,20201129,LA,nan,125,6407
350,2491,647,166,166,166,IN20201231,20201231,IN,634,353,7911
1,16,4,17,17,17,VT20210505,20210505,VT,4,,248
110,403,152,107,100,99,KY20200830,20200830,KY,149,,930
73,464,161,96,96,96,CO20210413,20210413,CO,nan,,6168
177,1200,329,234,234,234,OH20210429,20210429,OH,324,205,19188
240,1512,317,228,228,228,PA20210318,20210318,PA,287,161,24706
434,2605,688,155,155,155,GA20201207,20201207,GA,nan,,9007
54,395,87,67,67,67,MT20201203,20201203,MT,nan,,722
59,467,78,67,67,67,PR20210425,,,,,
1082,9166,2772,588,588,588,TX20210209,20210209,TX,nan,,39001
49,315,62,63,63,63,NV20210422,20210422,NV,73,37,5400
60,649,203,140,140,140,MO20210303,20210303,MO,202,135,8148
,,,0,0,0,HI20200129,,,,,
688,7350,1373,207,207,207,NY20210211,20210211,NY,1402,941,36743
82,381,128,142,142,142,WI20210426,20210426,WI,86,,6756
856,6171,1304,231,231,231,FL20201228,20201228,FL,nan,,21308
11,88,20,24,24,24,AK20201224,20201224,AK,nan,14,198
68,583,180,93,93,93,WA20210510,20210510,WA,nan,73,5586
23,141,38,14,14,13,DC20210420,20210420,DC,47,21,1097
112,843,266,102,102,102,MA20210217,20210217,MA,273,179,15312
318,2503,623,233,233,233,OH20210203,20210203,OH,627,415,11430
9,80,21,39,39,39,ME20210313,20210313,ME,24,10,724
15,147,41,65,65,65,OR20210404,20210404,OR,42,17,2385
4,32,5,26,26,26,HI20210227,20210227,HI,nan,,439
493,3057,728,269,269,269,FL20210318,20210318,FL,nan,,32598
43,514,142,108,108,108,MS20210219,20210219,MS,154,87,6534
42,417,163,110,110,110,TN20210603,20210603,TN,164,96,12472
239,1670,375,59,59,59,MD20201230,20201230,MD,410,,5681
11,35,7,17,17,17,VT20210106,20210106,VT,6,,152
24,272,86,102,102,102,NE20210203,20210203,NE,nan,,1931
281,2132,433,87,87,87,SC20210109,20210109,SC,457,243,5811
,,,0,0,0,AZ20200303,,,,,
64,636,188,82,80,78,SC20200917,20200917,SC,203,123,3158
170,1300,288,87,87,87,SC20201219,20201219,SC,311,148,4935
80,931,256,52,52,52,MD20210222,20210222,MD,276,,7550
240,2046,544,229,229,229,FL20210531,20210531,FL,nan,,36774
26,249,44,30,30,30,NH20210114,20210114,NH,nan,,897
15,128,30,50,50,50,ND20210114,20210114,ND,10,,1365
222,1567,453,200,200,200,OH20210216,20210216,OH,466,303,16453
20,156,48,101,101,101,NE20210416,20210416,NE,nan,,2205
29,102,43,50,48,49,ID20200924,20200924,ID,43,,457
107,557,199,59,59,59,UT20201210,20201210,UT,220,,1016
112,640,163,165,165,165,IN20210220,20210220,IN,171,78,11912
0,3,3,2,2,2,VI20210307,,,,,
,,,0,0,0,MT20200207,,,,,
297,2127,527,124,124,124,AZ20201129,20201129,AZ,573,356,6634
19,290,53,67,67,67,PR20210409,,,,,
1,27,10,24,24,24,AK20210227,20210227,AK,nan,5,287
0,3,1,2,2,2,VI20210507,,,,,
59,442,133,149,147,146,MI20200901,20200901,MI,126,78,6495
265,2587,517,216,221,221,LA20201231,20201231,LA,nan,202,7488
10,69,14,67,67,67,MT20210224,20210224,MT,nan,,1348
58,453,130,61,61,61,MD20210523,20210523,MD,126,,8816
51,396,105,219,222,222,LA20210331,20210331,LA,nan,60,10141
643,5991,1283,228,228,228,PA20201225,20201225,PA,1196,737,14857
71,837,173,33,33,33,CT20210208,20210208,CT,nan,,7282
27,148,32,22,22,22,AK20201201,20201201,AK,nan,21,121
95,550,156,104,104,104,WA20210521,20210521,WA,nan,56,5702
146,1123,316,234,234,234,OH20210501,20210501,OH,320,193,19285
30,227,60,66,66,66,PR20210513,,,,,
63,387,84,125,125,125,AZ20210325,20210325,AZ,165,74,16874
1030,8406,1375,206,206,206,NY20210103,20210103,NY,1344,815,30476
45,206,43,68,68,68,PR20210211,,,,,
55,578,169,212,187,177,PA20200902,20200902,PA,nan,67,7712
,,,0,0,0,MN20200109,,,,,
7,27,8,31,31,31,WY20210226,20210226,WY,nan,,671
151,689,170,119,119,119,KY20210228,20210228,KY,187,118,4637
82,468,86,122,122,122,IA20210119,20210119,IA,86,36,4332
116,759,256,109,109,109,AL20200924,20200924,AL,nan,,2506
16,144,23,15,15,15,RI20210305,20210305,RI,25,16,2541
43,287,65,62,62,62,NV20210319,20210319,NV,68,33,5161
,,,0,0,0,IN20200121,,,,,
51,251,35,30,19,14,HI20200901,20200901,HI,nan,,74
20,123,13,11,11,11,DE20210329,20210329,DE,18,,1552
186,975,245,145,143,143,WI20210118,20210118,WI,209,,5470
55,419,114,131,131,131,MN20210518,20210518,MN,112,,7310
254,2417,654,125,125,125,MO20201228,20201228,MO,638,361,5316
257,2116,613,164,164,164,MI20210512,20210512,MI,616,405,18355
400,3414,846,163,163,163,MI20201212,20201212,MI,830,518,10662
77,401,91,33,33,33,CT20210316,20210316,CT,nan,,7799
25,113,17,67,67,67,MT20210202,20210202,MT,nan,,1249
32,132,55,59,59,59,UT20210324,20210324,UT,51,,2082
20,155,51,150,150,150,KS20210505,20210505,KS,58,17,4999
156,1239,313,108,108,108,MS20210102,20210102,MS,345,215,4840
51,468,62,16,16,16,DE20201223,20201223,DE,64,,872
,,,0,0,0,WV20200219,,,,,
218,1250,373,170,170,170,GA20210317,20210317,GA,nan,,15997
21,149,29,50,50,50,ND20210107,20210107,ND,12,,1341
173,2247,466,216,221,221,LA20201217,20201217,LA,nan,169,6964
45,547,95,64,64,64,PR20201209,,,,,
53,443,60,16,16,16,DE20201217,20201217,DE,58,,845
28,346,82,63,63,63,WV20210221,20210221,WV,75,39,2261
93,776,242,114,114,114,TN20210424,20210424,TN,239,122,12142
64,533,159,93,93,93,WA20210517,20210517,WA,nan,79,5640
35,444,54,15,15,15,RI20201214,20201214,RI,47,31,1555
108,1167,235,33,33,33,CT20210104,20210104,CT,nan,,6168
406,3460,1189,557,542,535,TX20200913,20200913,TX,nan,,14190
90,619,188,140,140,140,MN20210424,20210424,MN,202,,7072
8,56,8,67,67,67,MT20210414,20210414,MT,nan,,1526
32,325,40,16,16,16,DE20210131,20210131,DE,43,,1090
,,,0,0,0,MD20200303,,,,,
2,25,5,38,35,32,ME20200920,20200920,ME,4,1,139
35,177,71,110,110,110,AR20210529,20210529,AR,nan,31,5830
59,290,75,63,63,63,NV20210414,20210414,NV,73,37,5353
18,120,49,54,54,54,UT20210517,20210517,UT,51,,2259
11,80,21,65,65,65,SD20210502,20210502,SD,nan,,1967
356,2170,461,159,159,159,MI20210329,20210329,MI,459,169,16034
56,569,161,104,104,104,WA20210515,20210515,WA,nan,73,5622
94,630,126,140,140,140,MN20210115,20210115,MN,125,,5850
297,2148,439,87,87,87,SC20210114,20210114,SC,465,290,6037
37,260,69,14,14,14,DC20201213,20201213,DC,58,30,715
73,469,145,59,59,59,UT20201231,20201231,UT,158,,1269
55,350,80,140,140,140,MN20210206,20210206,MN,82,,6289
0,6,0,2,2,2,VI20200918,,,,,
534,5572,1630,419,418,418,CA20210225,20210225,CA,1708,,50991
949,8877,1594,181,181,181,NY20210126,20210126,NY,1544,1006,34407
20,140,21,47,48,48,ND20200924,20200924,ND,26,,211
87,705,258,149,139,134,MO20200905,20200905,MO,nan,114,1639
70,307,83,144,144,144,WI20210302,20210302,WI,71,,6440
28,229,79,63,63,63,WV20210328,20210328,WV,83,18,2634
77,154,26,30,14,9,HI20200911,20200911,HI,nan,,96
425,1704,395,124,124,124,KY20210107,20210107,KY,424,217,2843
198,1884,540,117,117,117,TN20210127,20210127,TN,520,309,9316
275,1600,440,153,153,153,OK20201206,20201206,OK,467,,1896
88,374,127,150,149,149,WI20210424,20210424,WI,86,,6757
7,61,10,24,24,24,AK20210101,20210101,AK,nan,6,205
125,720,168,149,149,149,KS20210122,20210122,KS,182,66,3598
36,306,53,67,67,67,PR20210408,,,,,
,,,0,0,0,NC20200305,,,,,
25,218,56,14,14,14,DC20201209,20201209,DC,58,23,704
90,736,183,95,95,95,WA20210126,20210126,WA,nan,100,4167
31,186,59,59,59,59,UT20210317,20210317,UT,63,,2027
25,258,68,63,63,63,WV20210411,20210411,WV,82,22,2745
94,537,162,101,101,101,MA20210415,20210415,MA,162,102,17087
4,29,5,26,26,26,HI20210311,20210311,HI,nan,,448
141,1146,233,40,40,40,CT20210103,20210103,CT,nan,,6099
97,388,92,104,104,104,KY20210322,20210322,KY,95,63,5799
454,4263,1496,549,534,527,TX20200901,20200901,TX,nan,,12681
49,142,41,40,40,40,CT20210519,20210519,CT,nan,,8204
22,177,69,108,108,108,MS20210509,20210509,MS,57,26,7228
44,296,69,14,14,14,DC20210126,20210126,DC,63,33,888
32,266,61,14,14,14,DC20210101,20210101,DC,63,29,788
260,1492,481,170,170,170,GA20210310,20210310,GA,nan,,15706
155,1568,425,202,202,202,IL20210512,20210512,IL,466,246,22285
55,500,154,140,140,140,MO20210326,20210326,MO,154,96,8411
,,,0,0,0,MT20200125,,,,,
114,857,272,128,126,123,TN20200925,20200925,TN,244,113,2352
9,71,18,29,29,29,NH20210323,20210323,NH,nan,,1218
6,57,5,16,16,16,DE20210528,20210528,DE,9,,1660
28,250,81,55,54,54,NM20210224,20210224,NM,nan,,3658
32,372,77,65,65,65,SD20201216,20201216,SD,nan,,1300
5,55,14,50,50,50,ND20210526,20210526,ND,6,,1509
38,478,90,64,64,64,PR20201213,,,,,
217,1714,402,52,52,52,MD20210112,20210112,MD,456,,6196
32,236,79,59,59,59,WV20210329,20210329,WV,83,18,2638
51,627,179,108,108,108,MS20210207,20210207,MS,214,129,6269
110,844,219,166,166,166,IN20210212,20210212,IN,227,120,11690
145,1399,357,52,52,52,MD20210201,20210201,MD,371,,6978
498,5767,1239,230,230,230,PA20210102,20210102,PA,1159,649,16239
212,1215,296,164,164,164,MI20210320,20210320,MI,294,105,15897
88,673,206,114,114,114,TN20210311,20210311,TN,202,109,11623
509,4050,953,232,232,232,OH20210113,20210113,OH,959,636,9881
887,8733,1592,208,208,208,NY20210127,20210127,NY,1558,1027,34579
22,162,51,100,100,100,NE20210413,20210413,NE,nan,,2226
6,37,15,65,65,65,SD20210519,20210519,SD,nan,,1994
307,2685,664,132,132,132,NC20210130,20210130,NC,651,,9287
69,820,222,94,94,94,VA20210426,20210426,VA,251,122,10706
21,203,58,37,37,37,ME20210105,20210105,ME,50,21,369
151,509,149,105,105,105,KY20210308,20210308,KY,161,82,4829
305,2523,559,229,229,229,PA20210411,20210411,PA,516,254,25405
29,173,68,146,114,96,KS20200914,20200914,KS,50,15,534
268,2293,753,594,594,594,TX20210519,20210519,TX,nan,,49999
78,481,146,54,54,54,UT20201229,20201229,UT,164,,1235
70,716,257,113,113,113,TN20210507,20210507,TN,259,139,12255
41,319,96,95,95,95,WA20210323,20210323,WA,nan,53,5186
,,,0,0,0,HI20200121,,,,,
,,,0,0,0,MN20200223,,,,,
12,67,14,31,31,31,WY20210123,20210123,WY,nan,,571
131,1072,274,109,109,109,MS20201218,20201218,MS,319,190,4354
787,5771,1240,268,268,268,FL20201226,20201226,FL,nan,,21135
23,390,81,67,67,67,PR20201226,,,,,
16,81,19,33,33,33,CT20210601,20210601,CT,nan,,8244
21,180,42,14,14,14,DC20201130,20201130,DC,43,17,680
512,4298,965,230,230,230,FL20210222,20210222,FL,nan,,30065
61,667,182,219,222,222,LA20210301,20210301,LA,nan,91,9628
542,3383,754,268,268,268,FL20210414,20210414,FL,nan,,34164
126,1144,220,33,33,33,CT20210118,20210118,CT,nan,,6670
,,,0,0,0,TX20200206,,,,,
113,737,240,132,132,132,NC20210519,20210519,NC,232,,12938
59,434,122,63,63,63,WV20210205,20210205,WV,116,55,2100
130,1309,364,140,140,140,MO20210203,20210203,MO,364,224,7098
266,2357,638,140,140,140,MO20210101,20210101,MO,627,350,5540
11,58,18,63,63,63,SD20210511,20210511,SD,nan,,1981
132,974,285,115,115,115,TN20210219,20210219,TN,282,164,11064
16,244,51,63,63,63,SD20210104,20210104,SD,nan,,1513
33,221,56,153,153,153,OK20210417,20210417,OK,nan,,6697
743,7760,2379,592,592,592,TX20210218,20210218,TX,nan,,40814
38,372,48,10,10,10,DE20210125,20210125,DE,50,,1049
105,821,286,111,111,111,AL20200921,20200921,AL,nan,,2439
16,142,33,14,14,14,RI20210426,20210426,RI,28,26,2663
8,52,14,26,26,26,HI20201204,20201204,HI,nan,,256
87,498,120,104,104,104,AZ20210316,20210316,AZ,206,97,16574
,,,0,0,0,MI20200305,,,,,
25,124,33,30,30,30,NH20210415,20210415,NH,nan,,1264
20,153,37,52,52,52,ID20210317,20210317,ID,37,,1935
14,104,32,14,14,13,DC20210508,20210508,DC,37,19,1110
38,350,82,63,63,63,OR20210511,20210511,OR,89,43,2549
28,122,49,110,110,110,AR20210408,20210408,AR,nan,23,5662
43,371,121,105,105,105,WA20210401,20210401,WA,nan,60,5262
213,1943,439,206,206,206,IL20210205,20210205,IL,491,254,19526
30,138,55,60,60,60,UT20210602,20210602,UT,54,,2305
12,91,18,28,28,28,NH20210223,20210223,NH,nan,,1155
79,440,96,140,140,140,MN20210128,20210128,MN,97,,6140
247,2112,491,107,107,107,VA20201225,20201225,VA,518,291,4820
135,953,220,106,106,106,VA20210306,20210306,VA,263,160,9519
,,,0,0,0,TX20200103,,,,,
25,181,52,100,100,100,MS20210427,20210427,MS,46,24,7188
,,,0,0,0,HI20200210,,,,,
113,640,208,153,153,153,OK20210225,20210225,OK,467,,4302
27,137,58,59,59,59,UT20210327,20210327,UT,56,,2101
56,228,50,126,126,126,IA20210416,20210416,IA,50,19,5878
52,397,244,92,87,74,AR20200831,20200831,AR,nan,87,797
36,449,149,140,140,140,MO20210516,20210516,MO,154,88,8990
179,1274,305,79,79,79,MA20201207,20201207,MA,302,153,11035
16,88,17,29,29,29,NH20210405,20210405,NH,nan,,1249
57,484,62,16,16,16,DE20210110,20210110,DE,62,,972
79,378,107,142,142,142,WI20210419,20210419,WI,73,,6710
37,320,48,16,16,16,DE20210128,20210128,DE,51,,1075
203,1092,336,151,151,151,OK20210206,20210206,OK,467,,3761
9,88,28,14,14,13,DC20210516,20210516,DC,32,22,1120
7,59,18,32,31,30,CT20200911,20200911,CT,nan,,4480
1,21,7,31,31,31,WY20210310,20210310,WY,nan,,691
48,345,96,33,33,33,CT20210503,20210503,CT,nan,,8112
394,1986,526,152,152,152,OK20210109,20210109,OK,467,,2738
42,199,66,151,151,151,OK20210501,20210501,OK,nan,,6788
26,268,101,104,104,104,AL20210601,20210601,AL,nan,,11156
65,496,182,106,106,106,AL20210309,20210309,AL,nan,,10186
37,491,131,219,222,222,LA20210314,20210314,LA,nan,68,9884
209,466,97,65,65,65,PR20201130,,,,,
9,84,23,67,67,67,MT20210212,20210212,MT,nan,,1324
0,3,3,2,2,2,VI20201230,,,,,
