previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,deathIncrease
71,462,107,40,40,40,CT20210225,20210225,CT,,,19
21,212,54,14,14,14,DC20210225,20210225,DC,55,26,4
21,168,27,16,16,16,DE20210225,20210225,DE,26,,4
570,4077,939,267,267,267,FL20210225,20210225,FL,,,140
281,2155,654,169,169,169,GA20210225,20210225,GA,,,135
2,31,5,26,26,26,HI20210225,20210225,HI,5,5,0
26,195,46,126,126,126,IA20210225,20210225,IA,55,22,23
7,120,32,52,52,52,ID20210225,20210225,ID,38,,0
163,1177,275,205,205,205,IL20210225,20210225,IL,334,168,32
92,559,151,165,165,165,IN20210225,20210225,IN,147,80,27
44,300,62,150,150,150,KS20210225,20210225,KS,52,22,0
221,792,211,119,119,119,KY20210225,20210225,KY,220,122,43
86,676,179,218,221,221,LA20210225,20210225,LA,,100,33
101,663,204,101,101,101,MA20210225,20210225,MA,221,142,33
124,901,227,60,60,60,MD20210225,20210225,MD,243,,16
9,71,23,39,39,39,ME20210225,20210225,ME,22,8,24
110,700,179,164,164,164,MI20210225,20210225,MI,186,86,47
42,256,60,140,140,140,MN20210225,20210225,MN,50,,7
68,815,232,140,140,140,MO20210225,20210225,MO,257,163,8
40,450,120,108,108,108,MS20210225,20210225,MS,130,76,8
13,66,14,67,67,67,MT20210225,20210225,MT,15,6,2
164,1353,376,132,132,132,NC20210225,20210225,NC,373,,63
4,57,12,50,50,50,ND20210225,20210225,ND,4,,1
21,164,47,101,101,101,NE20210225,20210225,NE,,,9
9,85,19,30,30,30,NH20210225,20210225,NH,,,6
256,1915,371,96,96,96,NJ20210225,20210225,NJ,438,268,70
25,239,80,55,54,54,NM20210225,20210225,NM,,,13
57,491,117,63,63,63,NV20210225,20210225,NV,116,71,14
671,5879,1137,208,208,208,NY20210225,20210225,NY,1124,774,92
167,1295,338,233,233,233,OH20210225,20210225,OH,338,215,80
113,640,208,153,153,153,OK20210225,20210225,OK,145,,38
26,182,40,65,65,65,OR20210225,20210225,OR,49,24,32
257,1965,419,228,228,228,PA20210225,20210225,PA,421,229,81
3,116,33,68,68,68,PR20210225,20210225,PR,35,28,9
19,171,27,15,15,15,RI20210225,20210225,RI,34,17,9
114,807,210,87,87,87,SC20210225,20210225,SC,223,128,45
14,75,19,65,65,65,SD20210225,20210225,SD,20,12,8
143,907,264,113,113,113,TN20210225,20210225,TN,286,137,55
671,6160,1855,592,592,592,TX20210225,20210225,TX,2061,,305
43,226,100,59,59,59,UT20210225,20210225,UT,87,,11
151,1233,285,106,106,106,VA20210225,20210225,VA,303,183,156
0,3,0,2,2,2,VI20210225,20210225,VI,,,0
5,29,11,17,17,17,VT20210225,20210225,VT,11,,2
51,446,123,105,105,105,WA20210225,20210225,WA,152,60,31
76,381,116,150,150,150,WI20210225,20210225,WI,93,,58
25,307,64,63,63,63,WV20210225,20210225,WV,74,40,5
4,22,7,31,31,31,WY20210225,20210225,WY,,,0
3,41,7,24,24,24,AK20210224,20210224,AK,,4,0
103,813,253,117,117,117,AL20210224,20210224,AL,,,84
54,499,171,110,110,110,AR20210224,20210224,AR,204,99,10
149,1116,291,125,125,125,AZ20210224,20210224,AZ,430,253,43
582,5944,1703,418,417,417,CA20210224,20210224,CA,1842,,314
63,423,139,105,105,105,CO20210224,20210224,CO,,,10
89,497,111,40,40,40,CT20210224,20210224,CT,,,23
22,225,58,14,14,14,DC20210224,20210224,DC,57,31,3
19,167,23,16,16,16,DE20210224,20210224,DE,27,,23
700,4235,955,267,267,267,FL20210224,20210224,FL,,,129
283,2200,668,169,169,169,GA20210224,20210224,GA,,,137
4,36,6,26,26,26,HI20210224,20210224,HI,6,6,4
43,224,54,126,126,126,IA20210224,20210224,IA,57,23,15
14,143,35,52,52,52,ID20210224,20210224,ID,25,,14
138,1206,282,206,206,206,IL20210224,20210224,IL,338,172,47
87,597,148,165,165,165,IN20210224,20210224,IN,158,79,17
44,322,71,150,150,150,KS20210224,20210224,KS,52,22,81
200,816,221,118,118,118,KY20210224,20210224,KY,228,112,51
87,703,180,218,221,221,LA20210224,20210224,LA,,102,25
125,699,214,101,101,101,MA20210224,20210224,MA,219,151,62
103,905,232,60,60,60,MD20210224,20210224,MD,249,,27
7,75,24,39,39,39,ME20210224,20210224,ME,25,7,17
94,727,180,164,164,164,MI20210224,20210224,MI,200,86,9
54,268,53,140,140,140,MN20210224,20210224,MN,59,,9
75,828,242,140,140,140,MO20210224,20210224,MO,244,161,9
46,466,125,108,108,108,MS20210224,20210224,MS,141,90,28
10,69,14,67,67,67,MT20210224,20210224,MT,18,12,2
159,1408,379,132,132,132,NC20210224,20210224,NC,380,,109
5,61,14,50,50,50,ND20210224,20210224,ND,5,,2
22,162,53,101,101,101,NE20210224,20210224,NE,,,4
17,93,23,30,30,30,NH20210224,20210224,NH,,,2
262,1941,367,96,96,96,NJ20210224,20210224,NJ,435,273,99
28,250,81,55,54,54,NM20210224,20210224,NM,,,14
73,514,113,63,63,63,NV20210224,20210224,NV,120,78,16
631,5970,1138,208,208,208,NY20210224,20210224,NY,1154,800,104
186,1362,354,233,233,233,OH20210224,20210224,OH,356,236,77
141,690,207,153,153,153,OK20210224,20210224,OK,161,,37
12,177,40,65,65,65,OR20210224,20210224,OR,49,24,7
244,2022,464,228,228,228,PA20210224,20210224,PA,433,239,76
13,137,35,68,68,68,PR20210224,20210224,PR,46,38,21
18,162,26,15,15,15,RI20210224,20210224,RI,32,16,11
113,830,212,87,87,87,SC20210224,20210224,SC,231,129,41
13,74,17,65,65,65,SD20210224,20210224,SD,17,9,1
167,966,272,117,117,117,TN20210224,20210224,TN,280,148,68
703,6355,1932,592,592,592,TX20210224,20210224,TX,2063,,339
36,214,92,59,59,59,UT20210224,20210224,UT,91,,14
167,1269,273,106,106,106,VA20210224,20210224,VA,318,185,149
0,3,0,2,2,2,VI20210224,20210224,VI,,,0
7,27,10,17,17,17,VT20210224,20210224,VT,10,,2
45,445,121,105,105,105,WA20210224,20210224,WA,98,58,24
80,389,115,150,150,150,WI20210224,20210224,WI,92,,26
35,331,77,63,63,63,WV20210224,20210224,WV,74,40,11
10,24,8,31,31,31,WY20210224,20210224,WY,,,0
8,39,11,23,23,23,AK20210223,20210223,AK,,5,0
123,842,259,106,106,106,AL20210223,20210223,AL,,,68
76,500,175,89,89,89,AR20210223,20210223,AR,204,99,14
169,1126,305,104,104,104,AZ20210223,20210223,AZ,447,266,148
628,6123,1779,381,380,380,CA20210223,20210223,CA,1898,,225
94,535,185,96,96,96,CO20210223,20210223,CO,,,14
81,498,117,33,33,33,CT20210223,20210223,CT,,,10
22,236,56,14,14,14,DC20210223,20210223,DC,57,31,3
19,172,26,10,10,10,DE20210223,20210223,DE,27,,11
679,4245,974,229,229,229,FL20210223,20210223,FL,,,154
315,2273,686,153,153,153,GA20210223,20210223,GA,,,92
7,36,7,24,24,24,HI20210223,20210223,HI,7,6,0
50,229,57,122,122,122,IA20210223,20210223,IA,58,25,26
29,130,33,48,48,48,ID20210223,20210223,ID,25,,0
172,1252,293,188,188,188,IL20210223,20210223,IL,361,172,22
100,586,159,136,136,136,IN20210223,20210223,IN,159,75,43
59,334,78,141,141,141,KS20210223,20210223,KS,52,22,0
227,815,222,104,104,104,KY20210223,20210223,KY,242,121,16
78,717,182,219,222,222,LA20210223,20210223,LA,,111,26
109,694,213,79,79,79,MA20210223,20210223,MA,225,147,30
102,927,240,52,52,52,MD20210223,20210223,MD,258,,30
3,71,25,37,37,37,ME20210223,20210223,ME,25,7,2
103,731,187,158,158,158,MI20210223,20210223,MI,207,93,37
51,286,59,131,131,131,MN20210223,20210223,MN,54,,1
77,838,242,124,124,124,MO20210223,20210223,MO,234,160,170
53,474,130,100,100,100,MS20210223,20210223,MS,153,93,24
12,78,17,66,66,66,MT20210223,20210223,MT,21,13,5
162,1414,380,119,119,119,NC20210223,20210223,NC,384,,31
8,61,14,47,47,47,ND20210223,20210223,ND,5,,0
22,176,50,100,100,100,NE20210223,20210223,NE,,,3
12,91,18,28,28,28,NH20210223,20210223,NH,,,1
257,1946,367,78,78,78,NJ20210223,20210223,NJ,451,281,104
29,252,84,53,52,52,NM20210223,20210223,NM,,,9
45,515,116,60,60,60,NV20210223,20210223,NV,131,84,21
598,6058,1180,182,182,182,NY20210223,20210223,NY,1176,799,90
199,1363,363,201,201,201,OH20210223,20210223,OH,366,242,94
139,730,209,146,146,146,OK20210223,20210223,OK,168,,24
27,192,47,63,63,63,OR20210223,20210223,OR,50,23,0
276,1990,470,206,206,206,PA20210223,20210223,PA,418,240,97
5,137,35,68,68,68,PR20210223,20210223,PR,43,39,3
8,169,26,15,15,15,RI20210223,20210223,RI,32,19,10
111,845,225,69,69,69,SC20210223,20210223,SC,232,126,25
15,72,15,63,63,63,SD20210223,20210223,SD,17,10,0
112,958,269,114,114,114,TN20210223,20210223,TN,285,158,45
763,6729,2072,589,589,589,TX20210223,20210223,TX,2085,,234
31,210,92,53,53,53,UT20210223,20210223,UT,95,,12
151,1251,267,95,95,95,VA20210223,20210223,VA,315,196,172
1,4,0,2,2,2,VI20210223,20210223,VI,,,0
3,31,10,17,17,17,VT20210223,20210223,VT,12,,1
43,459,118,95,95,95,WA20210223,20210223,WA,121,55,35
79,383,112,143,143,143,WI20210223,20210223,WI,92,,39
32,321,76,59,59,59,WV20210223,20210223,WV,78,35,11
3,22,7,30,30,30,WY20210223,20210223,WY,,,9
7,39,9,23,23,23,AK20210222,20210222,AK,,5,1
95,866,269,107,107,107,AL20210222,20210222,AL,,,0
59,536,185,89,89,89,AR20210222,20210222,AR,225,109,6
117,1174,322,104,104,104,AZ20210222,20210222,AZ,478,299,-3
460,6296,1823,381,380,380,CA20210222,20210222,CA,2010,,233
70,551,189,96,96,96,CO20210222,20210222,CO,,,1
60,513,116,33,33,33,CT20210222,20210222,CT,,,39
16,239,56,14,14,14,DC20210222,20210222,DC,54,33,0
21,175,28,10,10,10,DE20210222,20210222,DE,19,,1
512,4298,965,230,230,230,FL20210222,20210222,FL,,,161
233,2295,699,153,153,153,GA20210222,20210222,GA,,,91
2,37,10,24,24,24,HI20210222,20210222,HI,24,23,0
31,225,58,122,122,122,IA20210222,20210222,IA,54,25,38
17,129,38,48,48,48,ID20210222,20210222,ID,37,,0
142,1219,304,189,189,189,IL20210222,20210222,IL,377,169,40
76,581,162,136,136,136,IN20210222,20210222,IN,163,73,35
41,350,85,141,141,141,KS20210222,20210222,KS,52,22,29
230,859,245,105,105,105,KY20210222,20210222,KY,243,119,13
58,736,191,219,222,222,LA20210222,20210222,LA,,113,11
93,695,218,79,79,79,MA20210222,20210222,MA,229,140,27
80,931,256,52,52,52,MD20210222,20210222,MD,276,,17
5,79,25,37,37,37,ME20210222,20210222,ME,22,6,0
75,716,206,159,159,159,MI20210222,20210222,MI,225,93,1
30,262,54,131,131,131,MN20210222,20210222,MN,48,,1
98,869,261,124,124,124,MO20210222,20210222,MO,244,165,0
48,487,134,100,100,100,MS20210222,20210222,MS,143,92,0
19,81,20,67,67,67,MT20210222,20210222,MT,18,11,-1
126,1458,391,119,119,119,NC20210222,20210222,NC,383,,8
4,75,17,47,47,47,ND20210222,20210222,ND,7,,3
17,166,56,100,100,100,NE20210222,20210222,NE,,,0
15,104,20,28,28,28,NH20210222,20210222,NH,,,0
201,1953,386,78,78,78,NJ20210222,20210222,NJ,438,289,16
21,261,84,53,52,52,NM20210222,20210222,NM,,,11
52,554,117,60,60,60,NV20210222,20210222,NV,142,87,10
563,6169,1196,181,181,181,NY20210222,20210222,NY,1148,780,90
174,1370,366,201,201,201,OH20210222,20210222,OH,367,250,58
143,747,224,145,145,145,OK20210222,20210222,OK,188,,22
29,201,47,64,64,64,OR20210222,20210222,OR,56,24,1
230,1958,444,205,205,205,PA20210222,20210222,PA,418,240,17
8,142,37,68,68,68,PR20210222,20210222,PR,41,34,4
4,173,26,15,15,15,RI20210222,20210222,RI,27,18,3
99,857,225,69,69,69,SC20210222,20210222,SC,231,135,8
8,64,14,63,63,63,SD20210222,20210222,SD,10,7,0
105,976,286,113,113,113,TN20210222,20210222,TN,295,167,20
757,7056,2101,589,589,589,TX20210222,20210222,TX,2114,,64
33,233,97,53,53,53,UT20210222,20210222,UT,99,,1
142,1251,269,95,95,95,VA20210222,20210222,VA,318,187,155
0,1,0,2,2,2,VI20210222,20210222,VI,,,0
5,37,13,17,17,17,VT20210222,20210222,VT,13,,1
50,470,118,95,95,95,WA20210222,20210222,WA,123,54,0
59,376,108,143,143,143,WI20210222,20210222,WI,95,,0
29,326,81,59,59,59,WV20210222,20210222,WV,80,33,2
1,20,6,30,30,30,WY20210222,20210222,WY,,,0
5,35,9,24,24,24,AK20210221,20210221,AK,,4,0
111,929,277,115,115,115,AL20210221,20210221,AL,,,2
55,576,185,110,110,110,AR20210221,20210221,AR,219,114,9
131,1250,338,125,125,125,AZ20210221,20210221,AZ,501,286,25
549,6586,1928,416,416,416,CA20210221,20210221,CA,2073,,280
59,462,144,105,105,105,CO20210221,20210221,CO,,,5
64,511,114,40,40,40,CT20210221,20210221,CT,,,0
22,231,52,14,14,14,DC20210221,20210221,DC,52,28,1
24,180,28,15,15,15,DE20210221,20210221,DE,24,,1
526,4365,974,268,268,268,FL20210221,20210221,FL,,,95
262,2379,704,170,170,170,GA20210221,20210221,GA,,,2
7,43,13,26,26,26,HI20210221,20210221,HI,11,7,1
22,219,54,126,126,126,IA20210221,20210221,IA,58,27,0
23,133,35,52,52,52,ID20210221,20210221,ID,37,,0
135,1245,312,206,206,206,IL20210221,20210221,IL,356,170,40
83,613,161,165,165,165,IN20210221,20210221,IN,161,80,36
43,357,82,150,150,150,KS20210221,20210221,KS,82,34,0
233,853,242,119,119,119,KY20210221,20210221,KY,248,148,21
61,743,193,219,222,222,LA20210221,20210221,LA,,120,26
102,738,228,102,102,102,MA20210221,20210221,MA,234,153,47
85,941,263,60,60,60,MD20210221,20210221,MD,284,,18
1,79,25,39,39,39,ME20210221,20210221,ME,24,6,0
77,716,212,164,164,164,MI20210221,20210221,MI,217,107,0
22,233,48,140,140,140,MN20210221,20210221,MN,59,,9
67,844,249,140,140,140,MO20210221,20210221,MO,257,178,0
49,475,129,108,108,108,MS20210221,20210221,MS,152,89,0
14,82,17,67,67,67,MT20210221,20210221,MT,18,11,1
105,1511,407,132,132,132,NC20210221,20210221,NC,402,,30
8,70,16,50,50,50,ND20210221,20210221,ND,8,,0
15,162,55,101,101,101,NE20210221,20210221,NE,,,0
12,101,20,30,30,30,NH20210221,20210221,NH,,,1
200,1976,360,96,96,96,NJ20210221,20210221,NJ,434,288,24
36,267,92,55,54,54,NM20210221,20210221,NM,,,14
68,575,133,63,63,63,NV20210221,20210221,NV,145,103,4
525,6074,1169,208,208,208,NY20210221,20210221,NY,1162,794,75
159,1447,383,233,233,233,OH20210221,20210221,OH,382,231,67
136,728,225,152,152,152,OK20210221,20210221,OK,188,,26
24,204,48,65,65,65,OR20210221,20210221,OR,56,24,5
215,1977,434,228,228,228,PA20210221,20210221,PA,421,253,27
5,147,36,68,68,68,PR20210221,20210221,PR,44,37,22
21,173,25,15,15,15,RI20210221,20210221,RI,29,18,1
92,897,222,87,87,87,SC20210221,20210221,SC,240,144,68
10,65,11,65,65,65,SD20210221,20210221,SD,17,9,4
92,936,278,113,113,113,TN20210221,20210221,TN,300,171,18
785,6925,2099,592,592,592,TX20210221,20210221,TX,2268,,130
36,229,95,59,59,59,UT20210221,20210221,UT,100,,10
132,1308,268,107,107,107,VA20210221,20210221,VA,306,186,134
0,0,0,2,2,2,VI20210221,20210221,VI,,,0
5,38,10,17,17,17,VT20210221,20210221,VT,10,,1
39,482,119,105,105,105,WA20210221,20210221,WA,123,54,0
56,374,104,150,149,149,WI20210221,20210221,WI,83,,0
28,346,82,63,63,63,WV20210221,20210221,WV,75,39,7
5,24,8,31,31,31,WY20210221,20210221,WY,,,0
5,34,7,24,24,24,AK20210220,20210220,AK,,4,0
155,951,286,115,115,115,AL20210220,20210220,AL,,,17
73,591,182,111,111,111,AR20210220,20210220,AR,223,103,12
163,1314,346,125,125,125,AZ20210220,20210220,AZ,517,294,59
642,6715,1999,416,416,416,CA20210220,20210220,CA,2168,,481
78,443,147,105,105,105,CO20210220,20210220,CO,,,9
83,523,125,40,40,40,CT20210220,20210220,CT,,,0
20,228,52,14,14,13,DC20210220,20210220,DC,53,30,1
20,176,25,15,15,15,DE20210220,20210220,DE,21,,23
650,4376,984,268,268,268,FL20210220,20210220,FL,,,125
311,2414,706,170,170,170,GA20210220,20210220,GA,,,132
2,40,11,26,26,26,HI20210220,20210220,HI,11,7,0
37,227,58,126,126,126,IA20210220,20210220,IA,56,24,0
23,131,34,52,52,52,ID20210220,20210220,ID,37,,0
165,1250,309,206,206,206,IL20210220,20210220,IL,351,171,58
112,640,163,165,165,165,IN20210220,20210220,IN,172,78,11
52,341,88,150,150,150,KS20210220,20210220,KS,82,34,0
238,875,238,119,119,119,KY20210220,20210220,KY,245,125,25
89,776,200,219,222,222,LA20210220,20210220,LA,,129,0
97,768,231,102,102,102,MA20210220,20210220,MA,246,152,53
105,966,278,60,60,60,MD20210220,20210220,MD,278,,20
5,82,25,39,39,39,ME20210220,20210220,ME,24,6,2
104,731,209,164,164,164,MI20210220,20210220,MI,217,107,68
27,248,50,140,140,140,MN20210220,20210220,MN,59,,11
103,838,252,140,140,140,MO20210220,20210220,MO,275,190,6
44,490,143,108,108,108,MS20210220,20210220,MS,152,89,19
19,74,18,67,67,67,MT20210220,20210220,MT,18,11,2
159,1558,414,132,132,132,NC20210220,20210220,NC,409,,76
6,67,18,50,50,50,ND20210220,20210220,ND,8,,0
22,169,60,101,101,101,NE20210220,20210220,NE,,,4
9,100,20,30,30,30,NH20210220,20210220,NH,,,1
255,1984,372,96,96,96,NJ20210220,20210220,NJ,454,290,50
36,262,84,55,54,54,NM20210220,20210220,NM,,,11
64,607,141,63,63,63,NV20210220,20210220,NV,145,103,37
573,6022,1198,208,208,208,NY20210220,20210220,NY,1162,801,101
186,1477,385,233,233,233,OH20210220,20210220,OH,386,239,56
155,750,237,153,153,153,OK20210220,20210220,OK,188,,23
32,200,49,65,65,65,OR20210220,20210220,OR,56,24,0
260,1989,437,228,228,228,PA20210220,20210220,PA,443,259,90
11,145,35,68,68,68,PR20210220,20210220,PR,39,37,10
14,173,27,15,15,15,RI20210220,20210220,RI,29,18,86
108,896,224,87,87,87,SC20210220,20210220,SC,246,144,43
22,62,15,65,65,65,SD20210220,20210220,SD,17,9,6
115,937,284,114,114,114,TN20210220,20210220,TN,292,165,51
798,7117,2268,592,592,592,TX20210220,20210220,TX,2321,,227
36,230,99,59,59,59,UT20210220,20210220,UT,99,,8
155,1321,258,107,107,107,VA20210220,20210220,VA,312,186,99
0,0,0,2,2,2,VI20210220,20210220,VI,,,0
7,38,11,17,17,17,VT20210220,20210220,VT,11,,3
34,480,109,105,105,105,WA20210220,20210220,WA,123,59,19
80,378,100,150,149,149,WI20210220,20210220,WI,96,,19
32,342,77,63,63,63,WV20210220,20210220,WV,77,42,6
4,29,7,31,31,31,WY20210220,20210220,WY,,,0
5,30,7,24,24,24,AK20210219,20210219,AK,,4,1
130,1007,295,115,115,115,AL20210219,20210219,AL,,,149
62,596,179,111,111,111,AR20210219,20210219,AR,237,108,13
186,1385,374,125,125,125,AZ20210219,20210219,AZ,563,334,145
646,7139,2084,416,416,416,CA20210219,20210219,CA,2291,,420
63,422,148,105,105,105,CO20210219,20210219,CO,,,14
84,536,127,40,40,40,CT20210219,20210219,CT,,,27
16,242,54,14,14,14,DC20210219,20210219,DC,48,24,1
17,181,23,15,15,15,DE20210219,20210219,DE,20,,17
689,4451,970,268,268,268,FL20210219,20210219,FL,,,224
336,2567,747,170,170,170,GA20210219,20210219,GA,,,207
3,40,13,26,26,26,HI20210219,20210219,HI,11,7,2
34,236,56,126,126,126,IA20210219,20210219,IA,60,26,15
16,125,38,52,52,52,ID20210219,20210219,ID,37,,9
196,1326,312,206,206,206,IL20210219,20210219,IL,366,190,71
103,680,173,165,165,165,IN20210219,20210219,IN,179,88,44
45,352,95,150,150,150,KS20210219,20210219,KS,82,34,93
239,901,248,119,119,119,KY20210219,20210219,KY,265,131,28
80,813,207,219,222,222,LA20210219,20210219,LA,,129,34
106,799,245,102,102,102,MA20210219,20210219,MA,258,163,40
111,1012,270,60,60,60,MD20210219,20210219,MD,272,,16
7,87,28,39,39,39,ME20210219,20210219,ME,29,7,1
102,740,207,164,164,164,MI20210219,20210219,MI,217,107,23
55,277,51,140,140,140,MN20210219,20210219,MN,59,,8
106,850,249,140,140,140,MO20210219,20210219,MO,287,194,14
43,514,142,108,108,108,MS20210219,20210219,MS,154,87,3
15,74,20,67,67,67,MT20210219,20210219,MT,18,12,2
156,1584,416,132,132,132,NC20210219,20210219,NC,411,,54
8,77,17,50,50,50,ND20210219,20210219,ND,11,,0
17,177,67,101,101,101,NE20210219,20210219,NE,,,18
11,98,18,30,30,30,NH20210219,20210219,NH,,,2
191,2042,393,96,96,96,NJ20210219,20210219,NJ,443,300,63
27,273,89,55,55,55,NM20210219,20210219,NM,,,19
64,632,152,63,63,63,NV20210219,20210219,NV,154,106,26
543,6248,1215,208,208,208,NY20210219,20210219,NY,1199,834,119
232,1481,385,233,233,233,OH20210219,20210219,OH,395,270,82
140,776,242,153,153,153,OK20210219,20210219,OK,199,,20
40,207,49,65,65,65,OR20210219,20210219,OR,59,28,6
246,2223,473,228,228,228,PA20210219,20210219,PA,441,266,67
8,140,36,68,68,68,PR20210219,20210219,PR,45,38,7
11,181,29,15,15,15,RI20210219,20210219,RI,29,18,9
115,957,230,87,87,87,SC20210219,20210219,SC,265,151,58
10,70,15,65,65,65,SD20210219,20210219,SD,12,9,6
132,974,285,115,115,115,TN20210219,20210219,TN,268,150,7
789,7490,2316,592,592,592,TX20210219,20210219,TX,2367,,172
37,235,103,59,59,59,UT20210219,20210219,UT,103,,21
136,1417,273,107,107,107,VA20210219,20210219,VA,329,204,8
0,0,0,2,2,2,VI20210219,20210219,VI,,,0
3,37,13,17,17,17,VT20210219,20210219,VT,13,,0
52,496,101,105,105,105,WA20210219,20210219,WA,129,64,44
85,412,109,150,150,150,WI20210219,20210219,WI,96,,36
25,340,81,63,63,63,WV20210219,20210219,WV,68,33,12
7,34,11,31,31,31,WY20210219,20210219,WY,,,0
7,27,6,24,24,24,AK20210218,20210218,AK,,3,0
158,1056,320,115,115,115,AL20210218,20210218,AL,,,78
73,587,181,111,111,111,AR20210218,20210218,AR,241,107,10
161,1437,409,125,125,125,AZ20210218,20210218,AZ,566,330,213
694,7539,2206,416,416,416,CA20210218,20210218,CA,2427,,417
81,445,150,105,105,105,CO20210218,20210218,CO,,,26
86,552,135,40,40,40,CT20210218,20210218,CT,,,20
23,245,50,14,14,14,DC20210218,20210218,DC,51,19,7
13,180,21,15,15,15,DE20210218,20210218,DE,18,,10
682,4516,1005,268,268,268,FL20210218,20210218,FL,,,166
330,2658,775,170,170,170,GA20210218,20210218,GA,,,130
3,42,14,26,26,26,HI20210218,20210218,HI,12,8,1
45,236,60,126,126,126,IA20210218,20210218,IA,59,24,15
9,126,36,52,52,52,ID20210218,20210218,ID,37,,11
179,1345,320,206,206,206,IL20210218,20210218,IL,386,184,73
117,694,178,165,165,165,IN20210218,20210218,IN,178,90,31
58,342,89,150,150,150,KS20210218,20210218,KS,68,34,0
242,897,258,119,119,119,KY20210218,20210218,KY,260,130,37
79,811,218,219,222,222,LA20210218,20210218,LA,,128,15
119,810,256,102,102,102,MA20210218,20210218,MA,271,173,63
128,979,265,60,60,60,MD20210218,20210218,MD,279,,31
9,89,27,39,39,39,ME20210218,20210218,ME,27,9,1
98,766,204,164,164,164,MI20210218,20210218,MI,220,110,91
42,275,60,140,140,140,MN20210218,20210218,MN,54,,14
83,872,265,140,140,140,MO20210218,20210218,MO,287,194,225
41,484,137,108,108,108,MS20210218,20210218,MS,152,89,7
23,83,16,67,67,67,MT20210218,20210218,MT,19,13,3
162,1684,418,132,132,132,NC20210218,20210218,NC,436,,96
8,78,19,50,50,50,ND20210218,20210218,ND,7,,4
17,187,67,101,101,101,NE20210218,20210218,NE,,,7
8,110,18,30,30,30,NH20210218,20210218,NH,,,2
217,2089,397,96,96,96,NJ20210218,20210218,NJ,474,306,89
38,280,96,55,55,55,NM20210218,20210218,NM,,,18
75,663,160,63,63,63,NV20210218,20210218,NV,173,111,31
604,6412,1249,208,208,208,NY20210218,20210218,NY,1258,863,116
232,1505,411,233,233,233,OH20210218,20210218,OH,422,283,98
131,814,252,153,153,153,OK20210218,20210218,OK,216,,23
25,207,51,65,65,65,OR20210218,20210218,OR,52,24,5
269,2133,497,228,228,228,PA20210218,20210218,PA,467,255,94
25,148,35,68,68,68,PR20210218,20210218,PR,45,45,10
13,177,27,15,15,15,RI20210218,20210218,RI,32,18,15
132,993,253,87,87,87,SC20210218,20210218,SC,265,152,38
10,51,11,65,65,65,SD20210218,20210218,SD,10,10,3
98,1019,281,115,115,115,TN20210218,20210218,TN,309,163,72
740,7710,2367,592,592,592,TX20210218,20210218,TX,2459,,97
32,250,109,59,59,59,UT20210218,20210218,UT,105,,7
167,1475,298,107,107,107,VA20210218,20210218,VA,364,218,15
0,0,0,2,2,2,VI20210218,20210218,VI,,,0
