state,date,cases.fitted,cases.fitted.hi,cases.fitted.lo,cum.incidence,cum.incidence.hi,cum.incidence.lo,deaths,deaths.diagnosed,deaths.diagnosed.hi,deaths.diagnosed.lo,deaths.fitted,deaths.fitted.hi,deaths.fitted.lo,deaths.hi,deaths.lo,diagnoses,diagnoses.hi,diagnoses.lo,infections,infections.hi,infections.lo,pop.infectiousness,pop.infectiousness.hi,pop.infectiousness.lo,Rt,Rt.hi,Rt.lo,sero.positive,sero.positive.hi,sero.positive.lo,severe,severe.hi,severe.lo,symptomatic,symptomatic.diagnosed,symptomatic.diagnosed.hi,symptomatic.diagnosed.lo,symptomatic.hi,symptomatic.lo,data.available,selected_row
California,20200928,3300.72,3787.23,2914.86,4.45205e+06,6.85849e+06,3.00518e+06,83.7636,74.4166,85.3738,64.9846,76.1639,87.5638,66.6346,110.401,69.9501,3291.67,3780.01,2911.82,14071.8,22408.7,8758.8,16374.4,25951.8,10077.5,0.861945,0.969563,0.773384,2.57029e+06,4.00438e+06,1.76642e+06,612.154,910.103,408.725,8356.96,3106.44,3652.02,2553.61,14042.4,5679.97,TRUE,1
California,20200929,3297.05,3768.51,2915.69,4.46583e+06,6.88116e+06,3.01364e+06,82.5776,73.3875,84.2016,63.9781,75.1075,86.3124,65.7353,108.711,69.0567,3292.29,3784.88,2907.9,13695,21907.3,8531.67,15938.1,25435.8,9926.8,0.863756,0.973962,0.768961,2.56038e+06,3.9862e+06,1.75978e+06,600.42,890.725,401.003,8132.93,3107.08,3639.3,2552.18,13674.6,5546.11,TRUE,1
California,20200930,3291.53,3778.23,2915.64,4.48056e+06,6.90333e+06,3.02192e+06,81.2464,72.2736,83.3765,62.865,74.1318,84.8836,64.6515,106.893,68.2165,3292.47,3775.6,2902.84,13387.3,21389.8,8411.88,15505.9,24879.6,9718.5,0.868542,0.977669,0.773473,2.54856e+06,3.96761e+06,1.75304e+06,588.418,873.216,394.608,7940.37,3105.46,3632.17,2526.98,13239.4,5362.9,TRUE,1
California,20201001,3290.92,3776.79,2913.53,4.49418e+06,6.92502e+06,3.03007e+06,79.8719,71.2122,82.3602,61.9804,73.0415,83.8743,63.6786,105.066,67.3721,3293.19,3776.38,2903.77,13058.4,20772.2,8333.04,15147.4,24263.3,9574.22,0.874206,0.98264,0.782132,2.5362e+06,3.94864e+06,1.7454e+06,575.804,856.252,387.025,7743.58,3105.85,3633.33,2532.95,12832.9,5238.41,TRUE,1
California,20201002,3293.02,3772.15,2907.84,4.50617e+06,6.94626e+06,3.0381e+06,78.519,70.1332,81.0627,60.7287,71.9169,83.0184,62.5343,103.48,66.1595,3293.31,3773.31,2898.62,12749.4,20187.9,8166.69,14785.7,23571.1,9314.51,0.879352,0.992296,0.785093,2.52358e+06,3.92932e+06,1.73692e+06,564.448,837.84,379.07,7554.55,3112.23,3638.7,2527.9,12418.2,5105.99,TRUE,1
California,20201003,3294.15,3766.3,2908.23,4.51785e+06,6.96708e+06,3.04602e+06,77.1918,68.9548,79.72,59.6245,70.9054,81.9271,61.6325,101.508,64.8243,3301.19,3801.96,2901.91,12498.5,19657.7,7972.72,14434,23020.9,9076.79,0.886782,1.00703,0.786115,2.51073e+06,3.91047e+06,1.72816e+06,551.034,821.343,373.107,7347.93,3112.16,3634.82,2519.52,12033.2,4994.25,TRUE,1
California,20201004,3296.31,3781.09,2908.21,4.52927e+06,6.98749e+06,3.05385e+06,76.0047,67.8434,78.2337,58.6587,69.7862,80.6007,60.4344,99.6863,63.7018,3309.18,3802.28,2902.81,12235.8,19226.2,7836.99,14083.9,22440,8808.42,0.894096,1.01279,0.788863,2.49768e+06,3.89156e+06,1.71923e+06,537.766,803.436,365.327,7171.65,3116.35,3634.2,2515.36,11739.8,4857,TRUE,1
California,20201005,3304.52,3796.51,2910.27,4.54062e+06,7.00763e+06,3.0616e+06,74.6795,66.7876,76.7778,57.7975,68.5929,79.2599,59.3424,97.9616,62.6962,3314.73,3797.76,2916.2,11976.4,18848.1,7729.82,13742.2,21922.7,8567.13,0.902362,1.01874,0.795419,2.48446e+06,3.87228e+06,1.71012e+06,524.502,785.172,356.85,7009.52,3120.39,3637.03,2519.74,11467.2,4751.38,TRUE,1
California,20201006,3311.23,3796.84,2912.37,4.55264e+06,7.02753e+06,3.06929e+06,73.3833,65.5852,75.5805,56.8049,67.5204,77.7722,58.4215,96.156,61.2962,3324.98,3791.76,2924.81,11758.2,18460.8,7718.85,13460,21353.4,8443.02,0.912651,1.0255,0.801994,2.47242e+06,3.85266e+06,1.70059e+06,511.879,762.983,347.549,6869.17,3129.72,3649.83,2527.77,11178.9,4697.98,TRUE,1
California,20201007,3321.47,3789.79,2927.75,4.5644e+06,7.04712e+06,3.0768e+06,72.0641,64.3676,74.0263,55.9813,66.4216,76.3618,57.6411,94.2656,59.8843,3339.03,3810.05,2924.69,11636.4,18180.3,7718.03,13099.6,20779.2,8359.28,0.921957,1.03686,0.815422,2.46056e+06,3.83275e+06,1.69023e+06,500.297,739.36,339.827,6737.85,3131.2,3649.04,2529.67,10847.3,4610.32,TRUE,1
California,20201008,3330.69,3776.46,2936.66,4.57599e+06,7.06644e+06,3.08381e+06,70.7713,63.059,72.6448,54.9423,65.219,75.0388,56.6083,92.1677,58.6497,3352.09,3810.44,2937.37,11513.7,17893,7685.6,12804,20195.8,8242.1,0.931089,1.04551,0.829255,2.44847e+06,3.81258e+06,1.67976e+06,488.949,715.763,332.701,6611.92,3145.46,3652.49,2527.76,10487.9,4521.62,TRUE,1
California,20201009,3342.41,3812.36,2936.84,4.58782e+06,7.08551e+06,3.09081e+06,69.4106,61.9484,70.8466,53.9349,63.9773,73.6093,55.6986,90.3981,57.5241,3367.22,3831.51,2952.69,11423.3,17664.3,7597.47,12557.3,19734.5,8052.54,0.940946,1.06098,0.839627,2.43462e+06,3.79219e+06,1.66919e+06,476.998,699.43,325.568,6507.24,3157.76,3664.38,2519.72,10252.4,4444.6,TRUE,1
California,20201010,3358.03,3814.75,2948.09,4.59945e+06,7.10435e+06,3.0978e+06,67.9316,60.7631,69.2822,53.0363,62.7503,72.0465,54.6735,88.4721,56.5915,3387.41,3853.51,2966.99,11291.5,17497.1,7506.16,12302.7,19248.4,7895.84,0.951644,1.06634,0.849597,2.41957e+06,3.77161e+06,1.65856e+06,466.883,682.731,318.15,6412.58,3170.75,3702.85,2516.35,10125.9,4364.21,TRUE,1
