timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
32.00,1330.00,185.00,185.00,50.00,165.00,0.00,0.00
33.00,1295.00,190.00,200.00,50.00,175.00,0.00,0.00
34.00,1280.00,190.00,210.00,55.00,180.00,0.00,0.00
35.00,1335.00,185.00,220.00,55.00,180.00,0.00,0.00
36.00,1385.00,185.00,220.00,60.00,185.00,0.00,0.00
37.00,1380.00,185.00,225.00,60.00,185.00,0.00,0.00
38.00,1410.00,195.00,225.00,65.00,185.00,0.00,0.00
39.00,1435.00,195.00,225.00,65.00,190.00,0.00,0.00
40.00,1355.00,200.00,230.00,65.00,195.00,0.00,0.00
41.00,1355.00,200.00,235.00,65.00,195.00,0.00,0.00
42.00,1400.00,190.00,240.00,65.00,195.00,0.00,0.00
43.00,1420.00,190.00,235.00,65.00,195.00,0.00,0.00
44.00,1435.00,190.00,235.00,65.00,195.00,0.00,0.00
45.00,1425.00,200.00,235.00,65.00,195.00,0.00,0.00
46.00,1445.00,200.00,235.00,65.00,195.00,0.00,0.00
47.00,1410.00,200.00,235.00,65.00,200.00,0.00,0.00
48.00,1420.00,200.00,240.00,65.00,200.00,0.00,0.00
49.00,1470.00,200.00,245.00,65.00,200.00,0.00,0.00
50.00,1535.00,200.00,240.00,65.00,200.00,0.00,0.00
51.00,1565.00,205.00,240.00,65.00,205.00,0.00,0.00
52.00,1535.00,220.00,240.00,65.00,210.00,0.00,0.00
53.00,1510.00,220.00,250.00,65.00,210.00,0.00,0.00
54.00,1455.00,220.00,255.00,65.00,215.00,0.00,0.00
55.00,1495.00,210.00,260.00,70.00,215.00,0.00,0.00
56.00,1495.00,205.00,260.00,70.00,215.00,0.00,0.00
57.00,1515.00,205.00,255.00,72.50,210.00,0.00,0.00
58.00,1510.00,210.00,255.00,70.00,210.00,0.00,0.00
59.00,1495.00,215.00,252.50,70.00,210.00,0.00,0.00
60.00,1445.00,212.50,255.00,70.00,210.00,0.00,0.00
61.00,1365.00,205.00,255.00,70.00,210.00,0.00,0.00
62.00,1370.00,200.00,255.00,70.00,205.00,0.00,0.00
63.00,1450.00,190.00,250.00,70.00,205.00,0.00,0.00
64.00,1495.00,190.00,245.00,70.00,200.00,0.00,0.00
65.00,1520.00,200.00,240.00,70.00,200.00,0.00,0.00
66.00,1515.00,210.00,240.00,65.00,200.00,0.00,0.00
67.00,1475.00,215.00,240.00,65.00,205.00,0.00,0.00
68.00,1400.00,215.00,250.00,65.00,207.50,0.00,0.00
69.00,1370.00,205.00,255.00,65.00,210.00,0.00,0.00
70.00,1345.00,195.00,255.00,70.00,205.00,0.00,0.00
71.00,1320.00,190.00,250.00,70.00,200.00,0.00,0.00
72.00,1330.00,185.00,240.00,70.00,195.00,0.00,0.00
73.00,1305.00,180.00,235.00,65.00,190.00,0.00,0.00
74.00,1255.00,180.00,230.00,65.00,185.00,0.00,0.00
75.00,1185.00,180.00,225.00,65.00,185.00,0.00,0.00
76.00,1175.00,175.00,220.00,60.00,180.00,0.00,0.00
77.00,1185.00,165.00,220.00,60.00,175.00,0.00,0.00
78.00,1185.00,160.00,215.00,60.00,170.00,0.00,0.00
79.00,1180.00,165.00,205.00,60.00,165.00,0.00,0.00
80.00,1165.00,165.00,200.00,55.00,165.00,0.00,0.00
81.00,1105.00,165.00,200.00,55.00,165.00,0.00,0.00
82.00,1065.00,160.00,200.00,55.00,160.00,0.00,0.00
83.00,1025.00,155.00,200.00,50.00,160.00,0.00,0.00
84.00,1010.00,145.00,195.00,55.00,155.00,0.00,0.00
85.00,1010.00,140.00,190.00,50.00,150.00,0.00,0.00
86.00,1010.00,140.00,180.00,50.00,145.00,0.00,0.00
87.00,1020.00,140.00,175.00,50.00,145.00,0.00,0.00
88.00,995.00,140.00,175.00,45.00,145.00,0.00,0.00
89.00,930.00,140.00,170.00,45.00,140.00,0.00,0.00
90.00,895.00,135.00,170.00,45.00,140.00,0.00,0.00
91.00,870.00,130.00,170.00,45.00,135.00,0.00,0.00
92.00,840.00,120.00,165.00,45.00,135.00,0.00,0.00
