timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
0.00,300.00,65.00,90.00,15.00,20.00,0.00,0.00
1.00,340.00,60.00,90.00,25.00,25.00,0.00,0.00
2.00,395.00,55.00,85.00,25.00,35.00,0.00,0.00
3.00,430.00,55.00,75.00,25.00,45.00,0.00,0.00
4.00,445.00,60.00,70.00,25.00,50.00,0.00,0.00
5.00,482.50,65.00,70.00,20.00,55.00,0.00,0.00
6.00,540.00,65.00,70.00,20.00,60.00,0.00,0.00
7.00,585.00,70.00,75.00,20.00,65.00,0.00,0.00
8.00,615.00,80.00,80.00,20.00,70.00,0.00,0.00
9.00,615.00,85.00,85.00,20.00,75.00,0.00,0.00
10.00,630.00,90.00,90.00,25.00,80.00,0.00,0.00
11.00,635.00,90.00,100.00,25.00,85.00,0.00,0.00
12.00,625.00,90.00,102.50,25.00,85.00,0.00,0.00
13.00,635.00,90.00,105.00,30.00,90.00,0.00,0.00
14.00,630.00,85.00,105.00,30.00,85.00,0.00,0.00
15.00,645.00,90.00,105.00,30.00,90.00,0.00,0.00
16.00,635.00,90.00,105.00,30.00,90.00,0.00,0.00
17.00,655.00,90.00,105.00,30.00,90.00,0.00,0.00
18.00,695.00,90.00,105.00,30.00,90.00,0.00,0.00
19.00,695.00,95.00,110.00,30.00,90.00,0.00,0.00
20.00,747.50,95.00,110.00,30.00,95.00,0.00,0.00
21.00,830.00,100.00,110.00,30.00,95.00,0.00,0.00
22.00,880.00,110.00,115.00,30.00,100.00,0.00,0.00
23.00,915.00,120.00,120.00,30.00,105.00,0.00,0.00
24.00,945.00,130.00,125.00,35.00,115.00,0.00,0.00
25.00,960.00,135.00,135.00,35.00,120.00,0.00,0.00
26.00,960.00,140.00,145.00,35.00,130.00,0.00,0.00
27.00,1010.00,140.00,155.00,40.00,130.00,0.00,0.00
28.00,1115.00,140.00,160.00,45.00,135.00,0.00,0.00
29.00,1185.00,150.00,165.00,45.00,140.00,0.00,0.00
30.00,1255.00,160.00,165.00,45.00,145.00,0.00,0.00
31.00,1330.00,175.00,175.00,45.00,155.00,0.00,0.00
