timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
0.00,255.00,40.00,65.00,5.00,5.00,0.00,0.00
1.00,290.00,35.00,60.00,10.00,10.00,0.00,0.00
2.00,345.00,30.00,55.00,10.00,15.00,0.00,0.00
3.00,375.00,30.00,50.00,10.00,20.00,0.00,0.00
4.00,390.00,35.00,45.00,10.00,25.00,0.00,0.00
5.00,425.00,35.00,40.00,5.00,30.00,0.00,0.00
6.00,485.00,40.00,45.00,5.00,30.00,0.00,0.00
7.00,530.00,45.00,45.00,5.00,40.00,0.00,0.00
8.00,555.00,50.00,50.00,5.00,40.00,0.00,0.00
9.00,550.00,55.00,55.00,5.00,45.00,0.00,0.00
10.00,570.00,60.00,60.00,5.00,50.00,0.00,0.00
11.00,575.00,60.00,65.00,10.00,55.00,0.00,0.00
12.00,560.00,59.75,70.00,10.00,55.00,0.00,0.00
13.00,570.00,55.00,70.00,10.00,55.00,0.00,0.00
14.00,565.00,55.00,75.00,10.00,55.00,0.00,0.00
15.00,580.00,55.00,75.00,10.00,55.00,0.00,0.00
16.00,570.00,60.00,70.00,10.00,55.00,0.00,0.00
17.00,590.00,60.00,70.00,10.00,60.00,0.00,0.00
18.00,630.00,59.75,70.00,10.00,60.00,0.00,0.00
19.00,630.00,60.00,75.00,10.00,60.00,0.00,0.00
20.00,680.00,65.00,75.00,15.00,60.00,0.00,0.00
21.00,765.00,65.00,75.00,10.00,65.00,0.00,0.00
22.00,810.00,75.00,80.00,15.00,65.00,0.00,0.00
23.00,840.00,80.00,85.00,15.00,70.00,0.00,0.00
24.00,865.00,90.00,85.00,15.00,75.00,0.00,0.00
25.00,880.00,95.00,95.00,15.00,85.00,0.00,0.00
26.00,880.00,100.00,105.00,15.00,90.00,0.00,0.00
27.00,925.00,95.00,110.00,20.00,90.00,0.00,0.00
28.00,1025.00,100.00,115.00,20.00,95.00,0.00,0.00
29.00,1095.00,105.00,120.00,20.00,100.00,0.00,0.00
30.00,1160.00,115.00,120.00,25.00,105.00,0.00,0.00
31.00,1230.00,125.00,130.00,25.00,110.00,0.00,0.00
32.00,1225.00,140.00,140.00,25.00,120.00,0.00,0.00
33.00,1190.00,145.00,150.00,25.00,130.00,0.00,0.00
34.00,1185.00,145.00,160.00,30.00,135.00,0.00,0.00
35.00,1230.00,135.00,170.00,30.00,135.00,0.00,0.00
36.00,1285.00,135.00,170.00,35.00,140.00,0.00,0.00
37.00,1280.00,140.00,175.00,35.00,140.00,0.00,0.00
38.00,1305.00,145.00,174.75,35.00,140.00,0.00,0.00
39.00,1330.00,150.00,175.00,35.00,145.00,0.00,0.00
40.00,1250.00,150.00,180.00,35.00,150.00,0.00,0.00
41.00,1250.00,145.00,180.00,35.00,145.00,0.00,0.00
42.00,1290.00,140.00,185.00,39.75,145.00,0.00,0.00
43.00,1310.00,140.00,185.00,40.00,150.00,0.00,0.00
44.00,1320.00,140.00,185.00,40.00,145.00,0.00,0.00
45.00,1325.00,145.00,184.75,40.00,145.00,0.00,0.00
46.00,1340.00,150.00,185.00,35.00,150.00,0.00,0.00
47.00,1295.00,155.00,185.00,40.00,150.00,0.00,0.00
48.00,1305.00,150.00,185.00,40.00,150.00,0.00,0.00
49.00,1360.00,150.00,190.00,40.00,150.00,0.00,0.00
50.00,1425.00,150.00,190.00,40.00,150.00,0.00,0.00
51.00,1455.00,155.00,185.00,40.00,155.00,0.00,0.00
52.00,1415.00,170.00,190.00,40.00,160.00,0.00,0.00
53.00,1394.75,170.00,194.75,40.00,160.00,0.00,0.00
54.00,1330.00,165.00,200.00,40.00,164.75,0.00,0.00
55.00,1379.75,160.00,210.00,40.00,164.75,0.00,0.00
56.00,1380.00,150.00,205.00,45.00,160.00,0.00,0.00
57.00,1395.00,150.00,200.00,45.00,160.00,0.00,0.00
58.00,1395.00,160.00,195.00,44.75,160.00,0.00,0.00
59.00,1385.00,165.00,195.00,40.00,155.00,0.00,0.00
60.00,1335.00,160.00,200.00,40.00,160.00,0.00,0.00
61.00,1255.00,160.00,200.00,40.00,160.00,0.00,0.00
62.00,1255.00,150.00,200.00,40.00,155.00,0.00,0.00
63.00,1335.00,140.00,195.00,40.00,155.00,0.00,0.00
64.00,1384.75,140.00,190.00,40.00,150.00,0.00,0.00
65.00,1405.00,150.00,185.00,40.00,150.00,0.00,0.00
66.00,1400.00,160.00,180.00,40.00,150.00,0.00,0.00
67.00,1360.00,165.00,190.00,40.00,155.00,0.00,0.00
68.00,1280.00,160.00,195.00,35.00,160.00,0.00,0.00
69.00,1255.00,155.00,200.00,40.00,155.00,0.00,0.00
70.00,1235.00,145.00,200.00,40.00,155.00,0.00,0.00
71.00,1210.00,140.00,195.00,40.00,150.00,0.00,0.00
72.00,1220.00,135.00,190.00,40.00,145.00,0.00,0.00
73.00,1195.00,135.00,180.00,40.00,145.00,0.00,0.00
74.00,1140.00,130.00,175.00,39.75,140.00,0.00,0.00
75.00,1075.00,130.00,175.00,35.00,140.00,0.00,0.00
76.00,1070.00,120.00,170.00,35.00,135.00,0.00,0.00
77.00,1080.00,120.00,165.00,35.00,130.00,0.00,0.00
78.00,1085.00,120.00,160.00,35.00,130.00,0.00,0.00
79.00,1080.00,120.00,155.00,30.00,125.00,0.00,0.00
80.00,1065.00,120.00,155.00,30.00,125.00,0.00,0.00
81.00,1010.00,120.00,150.00,30.00,120.00,0.00,0.00
82.00,965.00,115.00,150.00,30.00,120.00,0.00,0.00
83.00,935.00,105.00,150.00,30.00,120.00,0.00,0.00
84.00,920.00,105.00,145.00,30.00,110.00,0.00,0.00
85.00,925.00,95.00,140.00,25.00,110.00,0.00,0.00
86.00,920.00,95.00,135.00,25.00,105.00,0.00,0.00
87.00,935.00,100.00,130.00,25.00,105.00,0.00,0.00
88.00,910.00,100.00,130.00,25.00,100.00,0.00,0.00
89.00,840.00,100.00,125.00,25.00,100.00,0.00,0.00
90.00,815.00,95.00,125.00,25.00,100.00,0.00,0.00
91.00,780.00,90.00,125.00,25.00,95.00,0.00,0.00
92.00,755.00,85.00,120.00,20.00,95.00,0.00,0.00
