timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
53.00,1465.00,200.00,225.00,55.00,190.00,0.00,0.00
54.00,1405.00,195.00,235.00,55.00,190.00,0.00,0.00
55.00,1450.00,190.00,235.00,55.00,190.00,0.00,0.00
56.00,1450.00,185.00,240.00,60.00,190.00,0.00,0.00
57.00,1465.00,185.00,235.00,60.00,190.00,0.00,0.00
58.00,1460.00,190.00,230.00,60.00,190.00,0.00,0.00
59.00,1450.00,190.00,230.00,55.00,190.00,0.00,0.00
60.00,1398.75,190.00,230.00,55.00,190.00,0.00,0.00
61.00,1320.00,185.00,235.00,55.00,190.00,0.00,0.00
62.00,1325.00,180.00,235.00,60.00,185.00,0.00,0.00
63.00,1405.00,170.00,230.00,60.00,185.00,0.00,0.00
64.00,1450.00,170.00,225.00,55.00,180.00,0.00,0.00
65.00,1475.00,180.00,215.00,55.00,180.00,0.00,0.00
66.00,1470.00,190.00,215.00,55.00,180.00,0.00,0.00
67.00,1430.00,195.00,220.00,55.00,185.00,0.00,0.00
68.00,1355.00,190.00,225.00,55.00,190.00,0.00,0.00
69.00,1325.00,185.00,230.00,55.00,185.00,0.00,0.00
70.00,1300.00,175.00,230.00,55.00,185.00,0.00,0.00
71.00,1275.00,170.00,225.00,55.00,180.00,0.00,0.00
72.00,1285.00,160.00,220.00,55.00,175.00,0.00,0.00
73.00,1260.00,160.00,210.00,55.00,170.00,0.00,0.00
74.00,1210.00,160.00,205.00,55.00,165.00,0.00,0.00
75.00,1143.75,160.00,205.00,50.00,165.00,0.00,0.00
76.00,1135.00,150.00,200.00,50.00,160.00,0.00,0.00
77.00,1140.00,145.00,195.00,50.00,155.00,0.00,0.00
78.00,1145.00,140.00,190.00,50.00,155.00,0.00,0.00
79.00,1140.00,145.00,185.00,45.00,150.00,0.00,0.00
80.00,1125.00,145.00,180.00,45.00,150.00,0.00,0.00
81.00,1065.00,145.00,180.00,45.00,145.00,0.00,0.00
82.00,1025.00,140.00,180.00,45.00,145.00,0.00,0.00
83.00,985.00,135.00,175.00,40.00,140.00,0.00,0.00
84.00,970.00,130.00,175.00,45.00,140.00,0.00,0.00
85.00,975.00,120.00,170.00,40.00,130.00,0.00,0.00
86.00,975.00,120.00,160.00,40.00,130.00,0.00,0.00
87.00,985.00,120.00,155.00,40.00,125.00,0.00,0.00
88.00,955.00,125.00,155.00,35.00,125.00,0.00,0.00
89.00,895.00,125.00,155.00,35.00,125.00,0.00,0.00
90.00,860.00,120.00,150.00,35.00,120.00,0.00,0.00
91.00,835.00,110.00,150.00,35.00,120.00,0.00,0.00
92.00,805.00,105.00,150.00,35.00,115.00,0.00,0.00
