timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
0.00,345.00,85.00,80.00,0.00,10.00,0.00,0.00
1.00,405.00,90.00,80.00,0.00,15.00,0.00,0.00
2.00,485.00,95.00,80.00,0.00,20.00,0.00,0.00
3.00,550.00,105.00,80.00,5.00,25.00,0.00,0.00
4.00,600.00,110.00,80.00,5.00,25.00,0.00,0.00
5.00,665.00,125.00,75.00,5.00,35.00,0.00,0.00
6.00,760.00,135.00,75.00,5.00,40.00,0.00,0.00
7.00,835.00,155.00,70.00,5.00,40.00,0.00,0.00
8.00,895.00,170.00,70.00,5.00,50.00,0.00,0.00
9.00,930.00,185.00,70.00,5.00,50.00,0.00,0.00
10.00,975.00,200.00,70.00,5.00,60.00,0.00,0.00
11.00,1005.00,225.00,70.00,5.00,65.00,0.00,0.00
12.00,1025.00,245.00,70.00,5.00,70.00,0.00,0.00
13.00,1045.00,260.00,75.00,5.00,70.00,0.00,0.00
14.00,1060.00,280.00,80.00,5.00,75.00,0.00,0.00
15.00,1090.00,300.00,85.00,5.00,75.00,0.00,0.00
16.00,1090.00,320.00,90.00,5.00,75.00,0.00,0.00
17.00,1115.00,335.00,100.00,5.00,80.00,0.00,0.00
18.00,1165.00,350.00,105.00,5.00,80.00,0.00,0.00
19.00,1175.00,365.00,115.00,5.00,85.00,0.00,0.00
20.00,1240.00,380.00,125.00,5.00,85.00,0.00,0.00
21.00,1330.00,400.00,135.00,5.00,95.00,0.00,0.00
22.00,1395.00,415.00,140.00,10.00,90.00,0.00,0.00
23.00,1460.00,430.00,150.00,10.00,95.00,0.00,0.00
24.00,1515.00,450.00,160.00,10.00,100.00,0.00,0.00
25.00,1555.00,470.00,170.00,10.00,105.00,0.00,0.00
26.00,1585.00,480.00,180.00,10.00,110.00,0.00,0.00
27.00,1670.00,500.00,190.00,15.00,110.00,0.00,0.00
28.00,1800.00,515.00,200.00,15.00,115.00,0.00,0.00
29.00,1895.00,530.00,215.00,15.00,120.00,0.00,0.00
30.00,1990.00,560.00,225.00,15.00,130.00,0.00,0.00
31.00,2110.00,585.00,235.00,15.00,135.00,0.00,0.00
32.00,2160.00,610.00,245.00,15.00,140.00,0.00,0.00
33.00,2170.00,640.00,255.00,20.00,150.00,0.00,0.00
34.00,2180.00,660.00,265.00,20.00,155.00,0.00,0.00
35.00,2260.00,685.00,275.00,20.00,155.00,0.00,0.00
36.00,2345.00,720.00,285.00,20.00,160.00,0.00,0.00
37.00,2350.00,745.00,295.00,25.00,170.00,0.00,0.00
38.00,2405.00,770.00,315.00,25.00,170.00,0.00,0.00
