timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
0.00,355.00,105.00,125.00,40.00,45.00,0.00,0.00
1.00,400.00,100.00,130.00,50.00,55.00,0.00,0.00
2.00,455.00,90.00,130.00,55.00,70.00,0.00,0.00
3.00,495.00,95.00,125.00,55.00,80.00,0.00,0.00
4.00,515.00,100.00,120.00,55.00,85.00,0.00,0.00
5.00,550.00,105.00,120.00,50.00,95.00,0.00,0.00
6.00,615.00,110.00,120.00,45.00,100.00,0.00,0.00
7.00,670.00,120.00,120.00,45.00,105.00,0.00,0.00
8.00,690.00,130.00,130.00,50.00,115.00,0.00,0.00
9.00,695.00,140.00,140.00,50.00,120.00,0.00,0.00
10.00,715.00,140.05,145.00,50.00,125.05,0.00,0.00
11.00,720.00,140.00,150.00,55.00,135.00,0.00,0.00
12.00,710.00,140.00,155.00,55.00,135.00,0.00,0.00
13.00,720.00,140.00,160.00,60.00,140.00,0.00,0.00
14.00,715.00,140.00,165.00,60.00,135.00,0.00,0.00
15.00,735.00,140.00,165.00,60.05,140.00,0.00,0.00
16.00,725.00,140.00,165.00,60.00,140.00,0.00,0.00
17.00,750.00,140.00,160.00,60.00,135.00,0.00,0.00
18.00,785.00,140.00,160.00,60.00,135.05,0.00,0.00
19.00,780.05,145.05,160.00,60.00,140.00,0.00,0.00
20.00,840.00,150.00,165.00,60.00,145.05,0.00,0.00
21.00,925.00,150.05,165.00,60.00,150.00,0.00,0.00
22.00,975.00,170.00,170.00,60.05,155.00,0.00,0.00
23.00,1015.05,180.00,180.00,65.00,160.05,0.00,0.00
24.00,1045.00,190.00,190.00,65.00,170.00,0.00,0.00
25.00,1065.00,195.05,200.00,70.00,180.00,0.00,0.00
26.00,1070.05,200.00,210.00,75.00,185.00,0.00,0.00
27.00,1125.00,205.00,215.00,75.00,190.00,0.00,0.00
28.00,1230.00,200.00,225.00,85.00,195.00,0.00,0.00
29.00,1290.05,210.05,235.00,80.00,205.00,0.00,0.00
30.00,1370.00,225.00,235.00,85.00,210.00,0.00,0.00
31.00,1460.00,245.00,245.00,90.00,220.00,0.00,0.00
32.00,1465.00,265.00,255.00,90.00,230.05,0.00,0.00
33.00,1445.00,265.00,270.00,95.00,240.00,0.00,0.00
34.00,1425.00,265.00,285.00,95.00,255.00,0.00,0.00
35.00,1470.05,260.00,295.00,100.00,255.00,0.00,0.00
36.00,1530.00,260.00,300.00,105.00,250.00,0.00,0.00
37.00,1525.00,260.00,305.00,105.05,250.00,0.00,0.00
38.00,1555.00,270.00,300.00,110.00,255.00,0.00,0.00
39.00,1585.00,275.00,305.00,110.00,265.00,0.00,0.00
40.00,1500.05,280.00,310.00,110.00,265.00,0.00,0.00
41.00,1495.00,275.00,315.00,110.00,270.00,0.00,0.00
42.00,1540.05,265.00,320.00,110.00,265.05,0.00,0.00
43.00,1565.05,265.00,320.00,110.00,270.05,0.00,0.00
44.00,1585.00,270.00,315.00,115.00,270.00,0.00,0.00
45.00,1575.00,275.00,320.00,110.00,270.05,0.00,0.00
46.00,1595.00,280.00,325.00,110.00,265.00,0.00,0.00
47.00,1565.00,280.00,320.05,110.00,275.00,0.00,0.00
48.00,1565.05,285.00,325.00,110.00,275.00,0.00,0.00
49.00,1625.00,280.00,320.00,115.00,275.00,0.00,0.00
50.00,1685.00,275.00,325.00,110.00,280.00,0.00,0.00
51.00,1720.00,285.00,325.00,115.00,280.00,0.00,0.00
52.00,1685.00,300.00,330.00,110.00,285.00,0.00,0.00
53.00,1660.00,300.05,335.00,115.00,290.00,0.00,0.00
54.00,1615.00,300.00,340.00,115.05,295.00,0.00,0.00
55.00,1645.00,290.00,350.00,115.00,290.00,0.00,0.00
56.00,1655.05,285.00,345.05,120.00,290.00,0.00,0.00
57.00,1670.00,295.00,340.00,120.00,285.00,0.00,0.00
58.00,1665.00,290.00,335.00,120.00,285.00,0.00,0.00
59.00,1660.00,290.00,335.00,115.00,285.00,0.00,0.00
60.00,1600.05,290.00,335.00,120.00,285.00,0.00,0.00
61.00,1525.00,285.00,335.00,115.00,285.05,0.00,0.00
62.00,1525.00,280.00,340.00,115.05,285.00,0.00,0.00
63.00,1605.00,270.00,335.00,115.00,280.00,0.00,0.00
64.00,1650.00,265.05,330.00,115.00,275.00,0.00,0.00
65.00,1670.00,275.05,320.05,115.00,275.00,0.00,0.00
66.00,1665.00,290.05,325.00,110.05,285.00,0.00,0.00
67.00,1620.00,295.00,325.00,110.00,280.00,0.00,0.00
68.00,1545.00,290.00,340.00,115.00,285.00,0.00,0.00
69.00,1520.00,285.05,330.05,115.00,285.00,0.00,0.00
70.00,1500.00,285.00,335.00,115.00,280.00,0.00,0.00
71.00,1470.00,270.00,335.00,115.05,275.00,0.00,0.00
72.00,1495.00,260.00,325.00,120.00,270.00,0.00,0.00
73.00,1460.00,255.00,320.00,115.00,265.00,0.00,0.00
74.00,1405.00,255.05,315.00,110.00,260.00,0.00,0.00
75.00,1335.05,255.00,310.00,110.00,255.00,0.00,0.00
76.00,1325.00,245.00,300.00,105.00,255.00,0.00,0.00
77.00,1330.00,240.00,300.00,105.00,245.00,0.00,0.00
78.00,1330.00,235.00,290.00,100.00,240.05,0.00,0.00
79.00,1320.00,235.00,285.00,100.00,235.00,0.00,0.00
80.00,1300.00,235.00,285.00,100.00,235.00,0.00,0.00
81.00,1235.00,235.00,275.00,100.00,230.00,0.00,0.00
82.00,1190.00,230.00,275.00,95.00,235.00,0.00,0.00
83.00,1160.00,220.00,275.00,95.00,225.00,0.00,0.00
84.00,1145.05,215.00,270.00,95.00,225.00,0.00,0.00
85.00,1150.05,210.00,260.00,95.00,215.00,0.00,0.00
86.00,1145.00,200.05,250.05,90.00,210.00,0.00,0.00
87.00,1160.00,200.00,250.00,90.00,210.00,0.00,0.00
88.00,1120.00,210.00,245.00,85.00,205.00,0.00,0.00
89.00,1065.00,205.00,240.00,90.00,200.00,0.00,0.00
90.00,1030.00,205.00,240.00,85.00,205.00,0.00,0.00
91.00,1000.00,195.00,240.00,85.00,200.00,0.00,0.00
92.00,970.05,185.05,235.00,80.00,200.00,0.00,0.00
