timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
53.00,3060.00,1260.00,700.00,60.00,260.00,0.00,0.00
54.00,3015.00,1270.00,710.00,60.00,250.00,0.00,0.00
55.00,3086.00,1285.00,735.00,61.00,260.00,0.00,0.00
56.00,3076.00,1295.00,746.00,65.00,255.00,0.00,0.00
57.00,3120.00,1295.00,755.00,65.00,255.00,0.00,0.00
58.00,3121.00,1305.00,765.00,65.00,251.00,0.00,0.00
59.00,3110.00,1326.00,780.00,66.00,260.00,0.00,0.00
60.00,3066.00,1325.00,795.00,65.00,265.00,0.00,0.00
61.00,3000.00,1340.00,815.00,70.00,260.00,0.00,0.00
62.00,2990.00,1351.00,815.00,75.00,255.00,0.00,0.00
63.00,3070.00,1356.00,821.00,75.00,255.00,0.00,0.00
64.00,3100.00,1351.00,835.00,75.00,255.00,0.00,0.00
65.00,3120.00,1360.00,835.00,75.00,260.00,0.00,0.00
66.00,3120.00,1355.00,855.00,70.00,260.00,0.00,0.00
67.00,3072.00,1366.00,856.00,75.00,255.00,0.00,0.00
68.00,3020.00,1365.00,865.00,80.00,260.00,0.00,0.00
69.00,2985.00,1366.00,870.00,80.00,260.00,0.00,0.00
70.00,2965.00,1376.00,875.00,80.00,256.00,0.00,0.00
71.00,2924.00,1370.00,875.00,80.00,260.00,0.00,0.00
72.00,2935.00,1370.00,885.00,80.00,251.00,0.00,0.00
73.00,2911.00,1361.00,885.00,80.00,251.00,0.00,0.00
74.00,2845.00,1361.00,881.00,80.00,250.00,0.00,0.00
75.00,2750.00,1356.00,890.00,85.00,245.00,0.00,0.00
76.00,2730.00,1346.00,890.00,80.00,245.00,0.00,0.00
77.00,2701.00,1340.00,885.00,85.00,236.00,0.00,0.00
78.00,2681.00,1326.00,886.00,80.00,245.00,0.00,0.00
79.00,2655.00,1326.00,886.00,80.00,230.00,0.00,0.00
80.00,2622.00,1306.00,881.00,80.00,230.00,0.00,0.00
81.00,2555.00,1291.00,885.00,85.00,225.00,0.00,0.00
82.00,2500.00,1276.00,875.00,85.00,225.00,0.00,0.00
83.00,2455.00,1251.00,875.00,80.00,225.00,0.00,0.00
84.00,2405.00,1231.00,860.00,85.00,216.00,0.00,0.00
85.00,2380.00,1227.00,865.00,80.00,215.00,0.00,0.00
86.00,2361.00,1198.00,865.00,80.00,210.00,0.00,0.00
87.00,2345.00,1195.00,860.00,85.00,210.00,0.00,0.00
88.00,2300.00,1175.00,846.00,81.00,205.00,0.00,0.00
89.00,2230.00,1165.00,831.00,80.00,205.00,0.00,0.00
90.00,2171.00,1136.00,830.00,80.00,200.00,0.00,0.00
91.00,2131.00,1110.00,820.00,80.00,196.00,0.00,0.00
92.00,2085.00,1086.00,806.00,80.00,190.00,0.00,0.00
