timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
41.00,1870.00,669.00,235.00,10.00,140.00,0.00,0.00
42.00,1920.00,685.00,245.00,10.00,135.00,0.00,0.00
43.00,1940.00,695.00,260.00,15.00,145.00,0.00,0.00
44.00,1965.00,710.00,270.00,15.00,145.00,0.00,0.00
45.00,1978.00,734.00,270.00,15.00,150.00,0.00,0.00
46.00,1985.00,745.00,284.00,15.00,145.00,0.00,0.00
47.00,1965.00,760.00,295.00,15.00,150.00,0.00,0.00
48.00,1982.00,770.00,295.00,15.00,155.00,0.00,0.00
49.00,2030.00,785.00,305.00,15.00,150.00,0.00,0.00
50.00,2105.00,800.00,310.00,20.00,160.00,0.00,0.00
51.00,2159.00,805.00,325.00,20.00,160.00,0.00,0.00
52.00,2145.00,815.00,330.00,20.00,155.00,0.00,0.00
53.00,2124.00,830.00,345.00,20.00,165.00,0.00,0.00
54.00,2083.00,840.00,354.00,20.00,160.00,0.00,0.00
55.00,2110.00,840.00,360.00,25.00,165.00,0.00,0.00
56.00,2104.00,839.00,370.00,25.00,170.00,0.00,0.00
57.00,2119.00,850.00,370.00,25.00,165.00,0.00,0.00
58.00,2105.00,855.00,374.00,25.00,170.00,0.00,0.00
59.00,2110.00,864.00,380.00,25.00,174.00,0.00,0.00
60.00,2060.00,870.00,370.00,25.00,169.00,0.00,0.00
61.00,1975.00,870.00,385.00,25.00,170.00,0.00,0.00
62.00,1990.00,865.00,389.00,29.00,170.00,0.00,0.00
63.00,2064.00,869.00,390.00,25.00,170.00,0.00,0.00
64.00,2120.00,865.00,399.00,30.00,170.00,0.00,0.00
65.00,2129.00,870.00,390.00,25.00,170.00,0.00,0.00
66.00,2139.00,884.00,395.00,25.00,175.00,0.00,0.00
67.00,2112.00,885.00,400.00,30.00,174.00,0.00,0.00
68.00,2034.00,880.00,400.00,30.00,175.00,0.00,0.00
69.00,2005.00,880.00,400.00,30.00,170.00,0.00,0.00
70.00,1975.00,880.00,400.00,30.00,165.00,0.00,0.00
71.00,1945.00,874.00,404.00,30.00,170.00,0.00,0.00
72.00,1970.00,875.00,400.00,30.00,170.00,0.00,0.00
73.00,1935.00,873.00,399.00,30.00,165.00,0.00,0.00
74.00,1870.00,860.00,400.00,30.00,165.00,0.00,0.00
75.00,1794.00,850.00,395.00,30.00,165.00,0.00,0.00
76.00,1765.00,850.00,400.00,30.00,160.00,0.00,0.00
77.00,1784.00,835.00,405.00,30.00,150.00,0.00,0.00
78.00,1769.00,834.00,395.00,30.00,145.00,0.00,0.00
79.00,1735.00,825.00,399.00,30.00,159.00,0.00,0.00
80.00,1723.00,815.00,395.00,30.00,150.00,0.00,0.00
81.00,1640.00,810.00,399.00,30.00,150.00,0.00,0.00
82.00,1610.00,809.00,385.00,30.00,140.00,0.00,0.00
83.00,1550.00,800.00,390.00,30.00,140.00,0.00,0.00
84.00,1544.00,785.00,385.00,30.00,145.00,0.00,0.00
85.00,1530.00,765.00,385.00,30.00,140.00,0.00,0.00
86.00,1520.00,755.00,379.00,30.00,130.00,0.00,0.00
87.00,1530.00,740.00,380.00,30.00,130.00,0.00,0.00
88.00,1494.00,730.00,375.00,30.00,135.00,0.00,0.00
89.00,1430.00,715.00,375.00,30.00,125.00,0.00,0.00
90.00,1405.00,700.00,365.00,30.00,130.00,0.00,0.00
91.00,1354.00,690.00,360.00,30.00,130.00,0.00,0.00
92.00,1319.00,675.00,360.00,25.00,120.00,0.00,0.00
