timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
0.00,350.00,95.00,120.00,35.00,40.00,0.00,0.00
1.00,390.00,95.00,125.00,45.00,50.00,0.00,0.00
2.00,445.00,85.00,120.00,50.00,60.00,0.00,0.00
3.00,490.00,90.00,115.00,50.00,75.00,0.00,0.00
4.00,505.00,95.00,110.00,50.00,80.00,0.00,0.00
5.00,540.00,100.00,110.00,45.00,90.00,0.00,0.00
6.00,605.00,105.00,110.00,40.00,95.00,0.00,0.00
7.00,655.00,110.00,115.00,45.00,100.00,0.00,0.00
8.00,680.12,125.00,120.12,45.00,110.00,0.00,0.00
9.00,685.00,130.00,130.00,45.00,115.00,0.00,0.00
10.00,705.00,135.00,135.00,45.00,120.00,0.00,0.00
11.00,705.12,130.00,140.00,50.00,125.00,0.00,0.00
12.00,695.00,135.00,145.00,50.00,125.00,0.00,0.00
13.00,705.00,130.12,150.00,55.00,130.00,0.00,0.00
14.00,700.00,130.00,150.00,55.00,130.00,0.00,0.00
15.00,715.12,130.00,155.00,55.00,130.00,0.00,0.00
16.00,710.00,130.00,150.00,55.00,130.12,0.00,0.00
17.00,730.00,130.00,150.00,55.00,130.00,0.00,0.00
18.00,770.00,135.00,155.00,55.00,130.00,0.00,0.00
19.00,765.00,135.00,155.00,55.00,135.00,0.00,0.00
20.00,825.00,145.00,155.00,55.00,135.00,0.00,0.00
21.00,910.00,145.00,160.00,55.00,140.00,0.00,0.00
22.00,960.00,155.00,165.00,55.00,145.00,0.00,0.00
23.00,995.00,170.00,170.00,60.00,155.00,0.00,0.00
24.00,1030.00,180.00,180.00,60.00,160.00,0.00,0.00
25.00,1050.00,185.00,190.00,65.00,170.00,0.00,0.00
26.00,1060.00,190.00,200.00,70.00,175.00,0.00,0.00
27.00,1110.00,190.00,210.00,70.00,180.00,0.00,0.00
28.00,1215.00,190.00,215.00,75.00,185.00,0.00,0.00
29.00,1275.00,200.00,220.00,75.00,200.00,0.00,0.00
30.00,1355.00,215.00,225.00,75.12,200.00,0.00,0.00
31.00,1440.00,235.00,235.00,80.00,210.00,0.00,0.00
32.00,1445.00,250.00,240.00,85.00,220.00,0.00,0.00
33.00,1415.00,255.00,260.00,85.00,230.00,0.00,0.00
34.00,1395.00,250.00,275.00,90.00,245.00,0.00,0.00
35.00,1450.00,250.00,285.00,95.00,240.00,0.00,0.00
36.00,1505.00,245.00,285.12,95.00,240.00,0.00,0.00
37.00,1500.00,250.00,290.00,100.00,240.00,0.00,0.00
38.00,1530.00,260.00,290.00,100.00,245.00,0.00,0.00
39.00,1560.00,260.00,290.00,100.12,250.00,0.00,0.00
40.00,1480.00,265.00,300.00,100.00,255.00,0.00,0.00
41.00,1475.00,260.00,305.00,100.00,255.00,0.00,0.00
42.00,1520.00,255.00,305.00,105.00,255.00,0.00,0.00
43.00,1545.00,255.00,305.00,105.00,260.00,0.00,0.00
44.00,1555.00,260.00,305.00,105.00,260.00,0.00,0.00
45.00,1555.00,265.00,305.00,105.00,260.00,0.00,0.00
46.00,1570.00,265.00,305.00,100.00,260.00,0.00,0.00
47.00,1530.00,270.00,305.00,105.00,260.00,0.00,0.00
48.00,1545.00,270.00,310.00,105.00,260.00,0.00,0.00
49.00,1600.00,265.00,310.00,105.00,265.00,0.00,0.00
50.00,1660.00,265.00,310.00,105.00,265.00,0.00,0.00
51.00,1700.00,270.00,310.00,105.00,270.00,0.00,0.00
52.00,1660.12,285.00,315.00,105.00,270.00,0.00,0.00
53.00,1640.00,290.00,320.00,105.00,275.00,0.00,0.00
54.00,1585.00,290.00,325.00,110.00,280.00,0.00,0.00
55.00,1625.12,275.00,330.00,110.00,280.00,0.00,0.00
56.00,1630.00,270.12,330.00,110.00,275.00,0.00,0.00
57.00,1645.00,275.00,325.12,115.00,275.00,0.00,0.00
58.00,1645.00,275.00,325.00,110.00,275.00,0.00,0.00
59.00,1630.00,280.00,320.00,110.00,275.00,0.00,0.00
60.00,1580.00,280.00,325.00,110.00,275.00,0.00,0.00
61.00,1495.00,275.00,325.00,105.12,275.00,0.00,0.00
62.00,1500.12,265.00,325.00,110.00,270.00,0.00,0.00
63.00,1580.00,255.12,320.12,110.00,265.00,0.00,0.00
64.00,1625.12,255.00,315.00,105.00,260.00,0.00,0.00
65.00,1650.00,265.00,310.00,110.00,265.00,0.00,0.00
66.00,1640.00,275.00,305.12,105.00,265.12,0.00,0.00
67.00,1605.00,285.00,315.00,105.00,265.00,0.00,0.00
68.00,1530.00,280.00,320.00,105.00,275.00,0.00,0.00
69.00,1500.00,270.00,320.00,105.00,275.00,0.00,0.00
70.00,1480.00,265.00,325.00,110.00,265.00,0.00,0.00
71.00,1455.00,250.00,325.00,110.00,265.00,0.00,0.00
72.00,1465.00,245.12,310.00,110.00,260.00,0.00,0.00
73.00,1430.00,245.00,305.00,105.00,250.00,0.00,0.00
74.00,1380.00,240.12,300.00,105.00,245.00,0.00,0.00
75.00,1315.00,240.00,295.00,100.00,245.00,0.00,0.00
76.00,1305.00,230.00,290.00,100.00,240.12,0.00,0.00
77.00,1310.00,225.00,285.00,100.00,235.00,0.00,0.00
78.00,1310.00,220.00,275.12,95.00,230.00,0.00,0.00
79.00,1305.00,220.00,270.00,95.00,225.00,0.00,0.00
80.00,1285.00,225.00,265.00,90.00,225.00,0.00,0.00
81.00,1220.00,220.00,265.00,90.00,220.00,0.00,0.00
82.00,1170.00,215.00,265.00,90.00,220.00,0.00,0.00
83.00,1135.12,210.00,260.12,85.00,215.00,0.00,0.00
84.00,1125.12,205.00,255.00,85.00,215.00,0.00,0.00
85.00,1130.00,200.00,250.00,85.00,205.00,0.00,0.00
86.00,1120.00,190.00,240.00,85.00,200.00,0.00,0.00
87.00,1135.00,190.12,235.00,80.00,200.00,0.00,0.00
88.00,1105.00,195.00,230.12,80.00,195.00,0.00,0.00
89.00,1040.00,195.00,230.00,80.00,195.00,0.00,0.00
90.00,1010.00,190.00,225.00,80.00,195.00,0.00,0.00
91.00,980.00,180.00,225.00,80.00,190.00,0.00,0.00
92.00,950.00,175.00,220.12,75.00,185.12,0.00,0.00
