timestep,n_InGeneralWard,n_OffVentInICU,n_OnVentInICU,n_TERMINAL,n_discharged_InGeneralWard,n_discharged_OffVentInICU,n_discharged_OnVentInICU
32.00,1184.95,119.95,120.00,15.00,109.95,0.00,0.00
33.00,1149.95,125.00,135.00,20.00,110.00,0.00,0.00
34.00,1135.00,125.00,140.00,20.00,115.00,0.00,0.00
35.00,1185.00,120.00,145.00,24.95,115.00,0.00,0.00
36.00,1235.00,120.00,150.00,25.00,120.00,0.00,0.00
37.00,1225.00,120.00,150.00,25.00,119.95,0.00,0.00
38.00,1250.00,125.00,150.00,25.00,120.00,0.00,0.00
39.00,1279.95,125.00,155.00,25.00,125.00,0.00,0.00
40.00,1195.00,130.00,160.00,30.00,130.00,0.00,0.00
41.00,1200.00,130.00,160.00,25.00,125.00,0.00,0.00
42.00,1240.00,125.00,165.00,29.95,125.00,0.00,0.00
43.00,1264.95,120.00,164.95,29.95,130.00,0.00,0.00
44.00,1284.95,120.00,164.95,30.00,130.00,0.00,0.00
45.00,1280.00,130.00,160.00,30.00,125.00,0.00,0.00
46.00,1290.00,135.00,165.00,30.00,130.00,0.00,0.00
47.00,1249.95,135.00,165.00,30.00,130.00,0.00,0.00
48.00,1264.95,135.00,165.00,25.00,130.00,0.00,0.00
49.00,1315.00,130.00,165.00,30.00,135.00,0.00,0.00
50.00,1380.00,130.00,165.00,30.00,130.00,0.00,0.00
51.00,1400.00,140.00,170.00,30.00,135.00,0.00,0.00
52.00,1350.00,145.00,170.00,30.00,135.00,0.00,0.00
53.00,1334.95,150.00,175.00,25.00,140.00,0.00,0.00
54.00,1290.00,145.00,180.00,30.00,144.95,0.00,0.00
55.00,1335.00,135.00,184.95,30.00,145.00,0.00,0.00
56.00,1330.00,135.00,184.95,30.00,140.00,0.00,0.00
57.00,1350.00,130.00,180.00,35.00,140.00,0.00,0.00
58.00,1345.00,144.95,179.95,30.00,140.00,0.00,0.00
59.00,1330.00,144.95,179.95,35.00,140.00,0.00,0.00
60.00,1285.00,145.00,175.00,30.00,140.00,0.00,0.00
61.00,1200.00,140.00,180.00,30.00,144.95,0.00,0.00
62.00,1209.95,130.00,180.00,30.00,135.00,0.00,0.00
63.00,1290.00,120.00,175.00,30.00,135.00,0.00,0.00
64.00,1330.00,125.00,170.00,30.00,130.00,0.00,0.00
65.00,1350.00,130.00,160.00,30.00,135.00,0.00,0.00
66.00,1344.95,140.00,160.00,30.00,130.00,0.00,0.00
67.00,1300.00,140.00,165.00,30.00,140.00,0.00,0.00
68.00,1225.00,145.00,175.00,25.00,145.00,0.00,0.00
69.00,1199.95,135.00,180.00,30.00,140.00,0.00,0.00
70.00,1189.95,130.00,180.00,30.00,135.00,0.00,0.00
71.00,1164.95,120.00,175.00,30.00,130.00,0.00,0.00
72.00,1169.95,115.00,170.00,25.00,125.00,0.00,0.00
73.00,1154.95,115.00,160.00,30.00,129.95,0.00,0.00
74.00,1099.95,115.00,155.00,29.95,120.00,0.00,0.00
75.00,1025.00,110.00,155.00,25.00,120.00,0.00,0.00
76.00,1025.00,105.00,150.00,25.00,120.00,0.00,0.00
77.00,1039.95,100.00,150.00,25.00,110.00,0.00,0.00
78.00,1045.00,100.00,145.00,25.00,114.95,0.00,0.00
79.00,1045.00,100.00,139.95,20.00,110.00,0.00,0.00
80.00,1020.00,105.00,135.00,20.00,105.00,0.00,0.00
81.00,965.00,105.00,130.00,25.00,105.00,0.00,0.00
82.00,935.00,99.95,125.00,20.00,105.00,0.00,0.00
83.00,890.00,90.00,130.00,20.00,105.00,0.00,0.00
84.00,880.00,90.00,129.95,20.00,95.00,0.00,0.00
85.00,890.00,80.00,120.00,20.00,95.00,0.00,0.00
86.00,890.00,80.00,120.00,20.00,90.00,0.00,0.00
87.00,900.00,85.00,110.00,15.00,85.00,0.00,0.00
88.00,870.00,85.00,109.95,15.00,85.00,0.00,0.00
89.00,805.00,85.00,105.00,15.00,85.00,0.00,0.00
90.00,770.00,80.00,109.95,15.00,85.00,0.00,0.00
91.00,744.95,74.95,110.00,15.00,84.95,0.00,0.00
92.00,715.00,65.00,105.00,15.00,80.00,0.00,0.00
